probe,gene
1329_s_at,TERF1
1330_at,MAP3K3
1331_s_at,TNFRSF25
1332_f_at,GH1
1333_f_at,BCR
1334_s_at,CSF3
1335_at,IGF1R
1336_s_at,PRKCB
1337_s_at,RARA
1339_s_at,BCR
133_at,CTSC
1340_s_at,HGF
1341_at,SPI1
1342_g_at,TERF1
1343_s_at,SERPINB3
1344_at,PAX3
1345_s_at,PAX3
1346_at,MT3
1347_at,CDC25B
1348_s_at,PCCA
134_at,ABI2
1350_at,CYP4F2
1351_at,EPHB4
1352_at,CXCR1
1353_g_at,CXCR1
1354_at,NTRK2
1355_g_at,NTRK2
1356_at,DAP3
1357_at,USP4
1358_s_at,IFI6
1359_at,IL17A
135_g_at,ABI2
1360_at,XRCC4
1361_at,TERF1
1362_s_at,RXRB
1363_at,FGFR2
1364_at,PTPRZ1
1365_at,IL2RB
1366_i_at,UBC
1367_f_at,UBC
1368_at,IL1R1
1369_s_at,CXCL8
136_at,GPR31
1370_at,IL7R
1372_at,TNFAIP6
1373_at,TCF3
1374_g_at,TCF3
1375_s_at,TIMP2
1376_at,LIG1
1377_at,NFKB1
1378_g_at,NFKB1
1379_at,EPHA2
137_at,KLF1
1380_at,FGF7
1381_at,RARB
1382_at,RPA1
1383_at,PPP2R2A
1384_at,PPP2R2B
1385_at,TGFBI
1386_at,PTPN9
1387_at,IL2
1388_g_at,VDR
1389_at,MME
138_at,MAP4K1
1390_s_at,GHRH
1392_at,GRK6
1393_at,OCM2
1394_at,RHOA
1395_at,RHOC
1396_at,IGFBP5
1397_at,MAP3K11
1398_g_at,MAP3K11
1399_at,ELOC
139_at,DLGAP1
1400_at,CSF2
1401_g_at,CSF2
1402_at,LYN
1403_s_at,CCL5
1404_r_at,CCL5
1405_i_at,CCL5
1406_at,NR2C1
1407_g_at,NR2C1
1408_at,FGF4
1409_at,SRF
140_s_at,TRA2B
1410_at,VDR
1411_at,CYP11B1
1418_at,NOS2
1419_g_at,NOS2
141_s_at,BRF1
1421_at,CAMK4
1422_g_at,CAMK4
1423_at,UBE2G1
1424_s_at,YWHAH
1425_at,PCDHB11
1426_at,SLA
1427_g_at,SLA
1428_at,THRB
142_at,TAF4
1430_at,SST
1431_at,CYP2E1
1432_s_at,LTK
1433_g_at,SMAD3
1434_at,PTEN
1435_f_at,IFNA21
1436_at,CYP2D6
1437_at,PRKCA
1438_at,EPHB3
1439_s_at,MAPKAPK2
143_s_at,TAF5
1440_s_at,FAS
1441_s_at,FAS
1442_at,ESR2
1443_at,DUSP9
1444_at,PSMD9
1445_at,CCRL2
1446_at,PSMA2
1447_at,PSMB1
1448_at,PSMA3
1449_at,PSMA4
144_at,TK2
1450_g_at,PSMA4
1451_s_at,POSTN
1452_at,LMO4
1453_at,SMAD2
1454_at,SMAD3
1455_f_at,CYP2C9
1456_s_at,IFI16
1457_at,JAK1
1458_at,PTPN3
1459_at,PTPN4
145_s_at,TBX5
1460_g_at,PTPN4
1461_at,NFKBIA
1462_s_at,POLD1
1463_at,PTPN12
1464_at,MIR483
1465_s_at,MYBL1
1466_s_at,FGF7
1467_at,EPS8
1468_at,TRAP1
1469_at,MAPKAPK2
146_at,PI4KB
1470_at,POLD2
1471_at,MYB
1472_g_at,MYB
1473_s_at,MYB
1474_s_at,MYB
1475_s_at,MYB
1476_s_at,MYB
1477_s_at,CYP2C18
1478_at,ITK
1479_g_at,ITK
147_at,TSG101
1480_at,HSPA4
1481_at,MMP12
1482_g_at,MMP12
1483_at,CDH4
1484_at,CDH8
1485_at,EPHA7
1486_at,POLR2J
1487_at,ESRRA
1488_at,PTPRK
1489_s_at,MYCL
148_at,ELL2
1490_at,MYCL
1491_at,PTX3
1492_f_at,CYP2A7
1493_r_at,CYP2A6
1494_f_at,CYP2A6
1495_at,LTBP1
1496_at,PTPRA
1497_at,LTBR
1498_at,ZAP70
1499_at,FNTA
149_at,DDX39A
1500_at,WT1
1501_at,IGF1
1503_at,BRCA2
1504_s_at,FGF12
1505_at,TYMS
1506_at,IL2RG
1507_s_at,EDNRA
1508_at,ITGA9
1509_at,MMP16
150_at,MAGI1
1510_g_at,MMP16
1511_at,SHC3
1512_at,DYRK1A
1513_at,KLK3
1514_g_at,KLK3
1515_at,FEN1
1516_g_at,FEN1
1517_at,CYP2F1
1518_at,ETS1
1519_at,ETS2
151_s_at,TUBB
1520_s_at,IL1B
1521_at,NME1
1522_at,TNK1
1523_g_at,TNK1
1524_at,MOK
1525_s_at,FGF8
1526_i_at,FGF8
1527_s_at,N4BP2L1
1528_at,N4BP2L2-IT2
1529_at,FRY
1530_g_at,FRY
1531_at,N4BP2L2
1532_g_at,N4BP2L2
1533_at,RAD50
1534_at,IL12RB2
1535_at,FOXN3
1536_at,CDC6
1537_at,EGFR
1538_s_at,IL2
1539_at,NRAS
153_f_at,HIST1H2BJ
1540_f_at,IFNA5
1542_at,EGF
1543_at,MAP2K6
1544_at,BLM
1545_g_at,FLT1
1546_at,HYAL1
1547_at,JAK3
1548_s_at,IL10
154_at,TAF1
1550_at,MRPL28
1551_g_at,MRPL28
1552_i_at,CYP2A13
1553_r_at,CYP2A13
1554_f_at,CYP2A13
1556_at,RBM5
1557_at,PAK1
1558_g_at,PAK1
1559_at,PAK2
155_s_at,SUMO1
1560_g_at,PAK2
1563_s_at,TNFRSF1A
1564_at,AKT1
1565_s_at,GRB2
1566_at,NCAM1
1567_at,FLT1
1568_s_at,IFNAR2
1569_r_at,IL10RB
156_s_at,GPR19
1570_f_at,RB1
1571_f_at,RB1
1572_s_at,INSR
1573_at,PDGFB
1574_s_at,IL4
1575_at,ABCB1
1577_at,AR
1578_g_at,AR
1579_at,OSM
157_at,PRAME
1580_f_at,IFNA4
1581_s_at,TOP2B
1582_at,CEACAM5
1583_at,TNFRSF1B
1584_at,CDC25C
1585_at,ERBB3
1586_at,IGFBP3
1587_at,RARG
1588_at,IFNAR2
1589_s_at,IFNAR2
158_at,DNAJB4
1590_s_at,HRAS
1592_at,TOP2A
1593_at,FGF2
1594_at,POLR2C
1595_at,TEK
1596_g_at,TEK
1597_at,GAS6
1598_g_at,GAS6
1599_at,CDKN3
159_at,VEGFC
160020_at,MMP14
160021_r_at,PGR
160022_at,CSF1R
160023_at,WNT2
160024_at,CDK10
160025_at,TGFA
160026_at,PRKX
160027_s_at,IGF2R
160028_s_at,RET
160029_at,PRKCB
160030_at,GHR
160031_at,CDH3
160032_at,IL6R
160033_s_at,XRCC1
160034_s_at,FANCC
160035_at,CEACAM7
160036_at,ESRRB
160037_at,MMP15
160038_s_at,INS
160039_at,MAPK4
160040_at,EDN3
160041_at,PTPN18
160042_s_at,HOXB6
160043_at,MYBL1
160044_g_at,ACO2
1600_at,TXK
1601_s_at,IGFBP5
1602_at,PRKCI
1603_g_at,PRKCI
1604_at,EPHA5
1605_g_at,EPHA5
1606_at,EPHA4
1607_at,CDKN2B
1608_at,MET
1609_g_at,MET
160_at,STAM
1610_s_at,DHFR
1611_s_at,IFNG
1612_s_at,JUND
1615_at,BCL2L1
1616_at,FGF9
1617_at,TRIM25
1618_at,CYP19A1
1619_g_at,CYP19A1
161_at,RAB9BP1
1620_at,CDH6
1621_at,CDC5L
1622_at,MAP2K3
1623_s_at,FER
1624_at,RAP1GDS1
1625_at,IGF1
1626_at,MUSK
1629_s_at,PTPN13
162_at,USP11
1630_s_at,SYK
1633_g_at,PIM2
1634_s_at,TGFB1
1635_at,ABL1
1636_g_at,ABL1
1637_at,MAPKAPK3
1638_at,ETV6
1639_s_at,E2F5
163_at,DVL1
1640_at,ST13
1641_s_at,DDB1
1642_at,MTA1
1643_g_at,MTA1
1644_at,EIF3I
1645_at,KISS1
1646_at,XIAP
1647_at,IQGAP2
1648_at,OSMR
1649_at,SMOX
164_at,GNB3
1650_g_at,SMOX
1651_at,UBE2C
1652_at,PIM2
1656_s_at,ABL1
1657_at,PTPRR
1658_g_at,PTPRR
1659_s_at,RHEB
165_g_at,GNB3
1660_at,UBE2N
1661_i_at,KLK3
1663_at,RARG
1665_s_at,TYMP
1666_at,IFNA1
1667_s_at,CYP4B1
1668_s_at,VHL
1669_at,WNT5A
166_at,GPR68
1670_at,TFDP1
1671_s_at,MAPK14
1672_f_at,RB1
1673_at,NGFR
1674_at,YES1
1675_at,RASA1
1677_at,IGFBP5
1678_g_at,IGFBP5
1679_at,GABRA2
167_at,EIF5
1680_at,GRB7
1681_at,ESR1
1682_s_at,ABCB1
1683_at,WT1-AS
1684_s_at,WT1
1687_s_at,BAK1
1688_s_at,MNAT1
1689_at,DCHS1
168_at,ADK
1691_at,PCDHGA12
1692_s_at,GFRA2
1693_s_at,TIMP1
1694_s_at,HNRNPU
1695_at,NEDD8
1696_at,POLB
1697_s_at,PTPRJ
1698_g_at,MAP2K5
1699_at,MAP2K5
169_at,CDX1
1701_at,TEP1
1702_at,IL2RA
1703_g_at,E2F4
1704_at,VAV2
1705_s_at,RARB
1706_at,ARAF
1707_g_at,ARAF
1708_at,MAPK10
1709_g_at,MAPK10
170_at,CDX2
1710_s_at,TOP1
1711_at,TP53BP1
1712_s_at,MAP2K4
1713_s_at,CDKN2A
1714_at,RREB1
1715_at,TNFSF10
1716_at,KSR1
1717_s_at,BIRC3
1718_at,ARPC2
1719_at,MSH3
171_at,VBP1
1720_at,MAD2L1
1721_g_at,MAD2L1
1722_at,MAP2K5
1723_g_at,ERBB3
1724_at,E2F4
1725_s_at,UBE3A
1726_at,POLE
1727_at,ERBB4
1729_at,TRADD
172_at,INPP5D
1730_s_at,FGF4
1731_at,PDGFRA
1732_at,FGF5
1733_at,BMP6
1734_at,TGFB3
1735_g_at,TGFB3
1736_at,IGFBP6
1737_s_at,IGFBP4
1738_at,CDC25A
173_at,CDH18
1741_s_at,IGFBP2
1742_at,ERBB3
1743_s_at,SKIL
1745_at,RET
1746_s_at,TRAF2
1747_at,DNASE2
1748_s_at,KLF1
1749_at,GCDH
174_s_at,ITSN2
1750_at,FARSA
1751_g_at,FARSA
1752_at,CALR
1753_s_at,RAD23A
1754_at,DAXX
1755_i_at,CYP3A4
1756_f_at,CYP3A4
175_s_at,PKN1
1760_s_at,PTPN7
1761_at,PDGFRL
1762_at,PMS2P4
1763_at,PMS2P5
1764_s_at,MAZ
1765_at,CASP10
1766_g_at,CASP10
1767_s_at,TGFB3
1768_s_at,CSK
1769_at,MAST1
176_at,PPP2R5C
1770_at,IFNA2
1771_s_at,PDGFRB
1772_s_at,FNTA
1774_at,MXD1
1775_at,POLA2
1776_at,RRAD
1777_at,RIN1
1778_g_at,RIN1
1779_s_at,PIM1
177_at,PLD1
1780_at,FGR
1781_at,ELK1
1782_s_at,STMN1
1783_at,RIN2
1784_s_at,ARID4A
1785_at,KDM5A
1786_at,MERTK
1787_at,CDKN1C
1788_s_at,DUSP4
1789_at,COPS5
178_f_at,PMS2P1
1790_s_at,CDK10
1791_s_at,IFNA2
1792_g_at,CDK2
1793_at,CDK13
1794_at,CCND3
1795_g_at,CCND3
1797_at,CDKN2D
1798_at,SLC39A6
1799_at,ERCC4
179_at,DTX2P1-UPK3BP1-PMS2P11
1800_g_at,ERCC4
1801_at,BARD1
1802_s_at,ERBB2
1803_at,CDK1
1804_at,KLK3
1805_g_at,KLK3
1806_at,MCF2
1807_g_at,MCF2
1808_s_at,FAS
1809_at,CDC7
180_at,MBOAT7
1810_s_at,PRKCD
1811_at,PTPRH
1812_s_at,MET
1813_at,RHBDF1
1814_at,TGFBR2
1815_g_at,TGFBR2
1816_at,RASA2
1817_at,PFDN5
1818_at,RHOQ
1819_at,RAP2A
181_g_at,MBOAT7
1821_at,RAP2B
1822_at,RET
1823_g_at,RET
1824_s_at,PCNA
1825_at,IQGAP1
1826_at,RHOB
1827_s_at,MYC
1828_s_at,FGF2
182_at,ITPR3
1830_s_at,TGFB1
1831_at,BMP5
1832_at,MCC
1833_at,CDK2
1834_at,GPR176
1836_at,CCNI
1837_at,RRAS2
1838_g_at,RRAS2
1839_at,RAN
183_at,MAP2
1840_g_at,RAN
1841_s_at,MYCNOS
1842_at,DDIT3
1843_at,TRIM27
1844_s_at,MAP2K1
1845_at,MAP2K4
1846_at,LGALS8
1847_s_at,BCL2
1848_at,RAP1A
1849_s_at,ARID4A
184_at,APLNR
1850_at,MLH1
1851_s_at,FASLG
1852_at,TNF
1853_at,WNT1
1854_at,MYBL2
1855_at,FGF3
1856_at,REL
1857_at,SMAD7
1858_at,FASLG
1859_s_at,MDM2
185_at,NOVA1
1860_at,TP53BP2
1861_at,BAD
1862_at,ATM
1865_at,SKIL
1866_g_at,SKIL
1867_at,CFLAR
1868_g_at,CFLAR
1869_at,TERT
186_at,PRKAA2
1870_at,PTPN11
1871_g_at,PTPN11
1872_at,RAD51
1873_at,XPC
1874_at,RAD23B
1875_f_at,PMS2P3
1876_at,RALA
1877_g_at,RALA
1878_g_at,ERCC1
1879_at,RRAS
187_at,MAP4K2
1880_at,MDM2
1881_at,MECOM
1882_g_at,MECOM
1883_s_at,AFF1
1884_s_at,PCNA
1885_at,ERCC3
1886_at,WNT7A
1887_g_at,WNT7A
1888_s_at,KIT
188_at,EFNB1
1890_at,GDF15
1891_at,MAP3K8
1892_s_at,NTRK1
1893_s_at,ESR1
1894_f_at,NF2
1895_at,JUN
1896_s_at,ABCC1
1897_at,TGFBR3
1898_at,TRIM29
1899_s_at,RAD52
189_s_at,PLAUR
1900_at,RB1
1901_s_at,ERBB2
1902_at,ERCC1
1903_at,RAP1B
1904_at,MYCBP
1905_s_at,RB1
1906_at,MAPKAP1
1907_at,RBL1
1908_at,ETV3
1909_at,BCL2
190_at,NR4A3
1910_s_at,BCL2
1911_s_at,GADD45A
1912_s_at,APC
1913_at,CCNG2
1914_at,CCNA1
1915_s_at,FOS
1916_s_at,FOS
1917_at,RAF1
1918_at,SKI
1919_at,VAV1
191_at,MUC8
1920_s_at,CCNG1
1921_at,RASGRF1
1922_g_at,RASGRF1
1923_at,CCNC
1924_at,CCNH
1925_at,CCNF
1926_at,VEGFB
1927_s_at,ACVRL1
1928_s_at,SMAD2
1929_at,ANGPT1
192_at,TAF7
1930_at,ABCC3
1931_at,ABCC4
1932_at,ABCC5
1933_g_at,ABCC5
1934_s_at,VEGFC
1935_at,MDM4
1936_s_at,MYC
1938_at,SRC
1939_at,TP53
1940_at,KRAS
1941_at,SKP2
1942_s_at,CDK4
1943_at,CCNA2
1944_f_at,MLH1
1945_at,CCNB1
1946_at,WT1-AS
1947_g_at,WT1-AS
1948_f_at,NOS2
194_at,CATR1
1950_s_at,SMAD3
1951_at,ANGPT2
1952_s_at,SMAD5
1953_at,VEGFA
1954_at,KDR
1955_s_at,SMAD6
1957_s_at,TGFBR1
1959_at,AZIN1
195_s_at,CASP4
1961_f_at,NOS3
1962_at,ARG1
1963_at,FLT1
1964_g_at,FLT1
1965_s_at,NOS1
1969_s_at,CDK7
196_s_at,CASP5
1970_s_at,FGFR2
1971_g_at,FHIT
1972_s_at,MAP2
1973_s_at,MYC
1974_s_at,TP53
1975_s_at,IGF1
1976_s_at,FES
1977_s_at,ETS1
1978_at,ITGA2
1979_s_at,NOP2
197_at,NME3
1981_s_at,MAX
1983_at,CCND2
1984_s_at,ARHGDIB
1985_s_at,NME1
1986_at,RBL2
1987_at,PDGFRA
1988_at,PDGFRA
1989_at,BRCA2
198_g_at,NME3
1990_g_at,BRCA2
1991_s_at,MAPKAPK3
1992_at,FHIT
1993_s_at,BRCA1
1994_at,ATF2
1995_at,XPA
1996_s_at,CCNF
1997_s_at,BAX
1998_i_at,BAX
1999_s_at,MAPK14
199_s_at,PKN2
2000_at,ATM
2001_g_at,ATM
2002_s_at,BCL2A1
2003_s_at,MSH6
2004_at,MAP3K1
2005_s_at,JAK3
2006_at,JAK3
2007_g_at,JAK3
2008_s_at,MDM2
2009_at,PTK2B
200_at,BMP5
2010_at,SKP1
2011_s_at,BIK
2012_s_at,PRKDC
2013_at,TFDP2
2014_s_at,MAP2K6
2017_s_at,CCND1
2018_at,GJA1
2019_s_at,ITGB7
201_s_at,B2M
2020_at,CCND1
2021_s_at,CCNE1
2022_at,AKT2
2023_g_at,AKT2
2024_s_at,LYN
2025_s_at,APEX1
2027_at,S100A2
2028_s_at,E2F1
2029_at,ARHGAP5
202_at,HSF2
2030_at,WNT11
2031_s_at,CDKN1A
2032_s_at,ITGAV
2033_s_at,WEE1
2034_s_at,CDKN1B
2035_s_at,ENO1
2036_s_at,CD44
2037_s_at,RPS6KB1
2038_g_at,BCL2
2039_s_at,FYN
203_at,GATA2
2040_s_at,ABL1
2041_i_at,ABL1
2042_s_at,MYB
2043_s_at,BCR
2044_s_at,RB1
2045_s_at,HCK
2046_at,ERG
2047_s_at,JUP
2048_s_at,THRB
2049_s_at,JUNB
204_at,HOXA4
2050_s_at,RAC1
2051_at,MGMT
2052_g_at,MGMT
2053_at,CDH2
2054_g_at,CDH2
2055_s_at,ITGB1
2056_at,FGFR1
2057_g_at,FGFR1
2058_s_at,ITGB5
2059_s_at,LCK
205_g_at,HOXA4
2060_at,BCL2
2061_at,ITGA4
2062_at,IGFBP7
2065_s_at,BAX
2066_at,BAX
2067_f_at,BAX
2068_s_at,E2F2
2069_s_at,CTNNA1
206_at,CTSE
2070_i_at,MAPK8
2071_s_at,MAPK8
2072_at,CDH12
2073_s_at,CDH13
2074_at,GJA5
2076_s_at,EFNB1
2077_at,ITGA6
2078_s_at,MYCN
2079_s_at,IGF2
207_at,STIP1
2080_s_at,ERCC6
2081_s_at,PRKCQ
2082_s_at,CDH1
2083_at,CCKBR
2084_s_at,ETV4
2085_s_at,CTNNA1
2086_s_at,TYRO3
2087_s_at,CDH11
2088_s_at,EPHB2
2089_s_at,ERBB3
208_at,CTNNA2
2090_i_at,WNT6
2091_at,WNT4
2092_s_at,SPP1
2093_s_at,XRCC5
2094_s_at,FOS
209_at,NRG1
210_at,PLCB2
211_at,DR1
212_at,ROR2
213_at,ROR1
214_at,MSX1
215_g_at,MSX1
216_at,PTGDS
217_at,KLK2
218_at,IK
219_i_at,MAP2
220_r_at,MAP2
221_s_at,PIGA
222_at,EXT1
223_at,UBE2L3
224_at,KLF10
225_at,GNB3
226_at,PRKAR1A
227_g_at,PRKAR1A
228_at,RALB
229_at,CEBPZ
230_s_at,FSHB
231_at,TGM2
232_at,LAMC1
233_s_at,MATN1
234_s_at,PTN
235_at,S100B
236_at,GNAO1
237_s_at,PPP2CA
238_at,RPS6KB1
239_at,CTSD
240_at,SRM
241_g_at,SRM
242_at,MAP4
243_g_at,MAP4
244_at,HSF1
245_at,SELL
246_at,KLK1
248_at,COPS2
249_at,NFATC4
250_at,NFATC3
251_at,CAMK1
252_at,GPR18
253_g_at,GPR18
255_s_at,INHA
257_at,ITGAV
258_at,LTA
259_s_at,TNF
260_at,QDPR
261_s_at,APOB
262_at,AMD1
263_g_at,AMD1
264_at,ADRA2A
265_s_at,SELE
266_s_at,CD24
267_at,MTOR
268_at,PECAM1
269_at,OASL
270_at,CYP3A4
271_s_at,CTSE
272_at,GRP
273_g_at,GRP
274_at,ZNF148
275_at,DUSP3
276_at,DNAJA1
277_at,MCL1
278_at,NPR2
279_at,NR4A1
280_g_at,NR4A1
281_s_at,PPP3CA
282_at,KIF20B
283_at,UQCRC1
287_at,ATF3
288_s_at,LBR
289_at,STAT3
290_s_at,GPR3
291_s_at,TACSTD2
292_s_at,CLK1
293_at,VENTXP7
295_s_at,LHX1
296_at,TUBB2A
297_g_at,TUBB2A
298_at,MUC5AC
301_at,LOC100508689
303_at,SOS1
304_at,SOS2
305_g_at,SOS2
306_s_at,HMGN1
307_at,ALOX5
308_f_at,GH2
309_f_at,GH2
310_s_at,MAPT
311_s_at,FN1
312_s_at,PTK2
31310_at,GLRA1
31312_at,KCNB2
31313_at,MGAT5
31314_at,BMP3
31318_at,KITLG
31319_at,IGKV2OR22-4
31320_at,GPR12
31322_at,YME1L1
31323_r_at,SLC1A2
31326_at,C1orf68
31328_at,SLC34A1
31330_at,RPS19
31333_at,TLL1
31334_at,GPR45
31335_at,IGF1R
31336_at,ZNF749
31337_at,GNRH2
31338_at,R3HCC1L
31339_at,PI15
31340_at,MMP20
31341_at,KCNC3
31342_at,GALNT2
31343_at,IL1RN
31344_at,IGLV6-57
31345_at,TMPRSS11D
31346_at,DUX1
31347_at,IGLC1
31349_at,PPBPP2
31350_at,OR10H3
31352_at,RNASE1
31353_f_at,FOXE1
31354_r_at,FOXE1
31355_at,ASCL2
31356_at,JAKMIP1
31359_at,NDUFV2
31364_i_at,NFAT5
