probe,gene
5502_at,PPP1R1A
5504_at,PPP1R2
5506_at,PPP1R3A
5507_at,PPP1R3C
5509_at,PPP1R3D
5510_at,PPP1R7
5511_at,PPP1R8
5514_at,PPP1R10
5515_at,PPP2CA
5516_at,PPP2CB
5518_at,PPP2R1A
5519_at,PPP2R1B
5520_at,PPP2R2A
5521_at,PPP2R2B
5522_at,PPP2R2C
5523_at,PPP2R3A
5524_at,PTPA
5525_at,PPP2R5A
5526_at,PPP2R5B
5527_at,PPP2R5C
5528_at,PPP2R5D
5529_at,PPP2R5E
5530_at,PPP3CA
5531_at,PPP4C
5532_at,PPP3CB
5533_at,PPP3CC
5534_at,PPP3R1
5535_at,PPP3R2
5536_at,PPP5C
5537_at,PPP6C
5538_at,PPT1
5539_at,PPY
5540_at,NPY4R
5542_at,PRB1
5544_at,PRB3
5545_at,PRB4
5546_at,PRCC
5547_at,PRCP
5549_at,PRELP
5550_at,PREP
5551_at,PRF1
5552_at,SRGN
5553_at,PRG2
5554_at,PRH1
5555_at,PRH2
5557_at,PRIM1
5558_at,PRIM2
5562_at,PRKAA1
5563_at,PRKAA2
5564_at,PRKAB1
5565_at,PRKAB2
5566_at,PRKACA
5567_at,PRKACB
5568_at,PRKACG
5569_at,PKIA
5570_at,PKIB
5571_at,PRKAG1
5573_at,PRKAR1A
5575_at,PRKAR1B
5576_at,PRKAR2A
5577_at,PRKAR2B
5578_at,PRKCA
5579_at,PRKCB
5580_at,PRKCD
5581_at,PRKCE
5582_at,PRKCG
5583_at,PRKCH
5584_at,PRKCI
5585_at,PKN1
5586_at,PKN2
5587_at,PRKD1
5588_at,PRKCQ
5589_at,PRKCSH
5590_at,PRKCZ
5591_at,PRKDC
5592_at,PRKG1
5593_at,PRKG2
5594_at,MAPK1
5595_at,MAPK3
5596_at,MAPK4
5597_at,MAPK6
5598_at,MAPK7
5599_at,MAPK8
5600_at,MAPK11
5601_at,MAPK9
5602_at,MAPK10
5603_at,MAPK13
5604_at,MAP2K1
5605_at,MAP2K2
5606_at,MAP2K3
5607_at,MAP2K5
5608_at,MAP2K6
5609_at,MAP2K7
5610_at,EIF2AK2
5611_at,DNAJC3
5613_at,PRKX
5616_at,PRKY
5617_at,PRL
5618_at,PRLR
5619_at,PRM1
5620_at,PRM2
5621_at,PRNP
5623_at,PSPN
5624_at,PROC
5625_at,PRODH
5626_at,PROP1
5627_at,PROS1
5629_at,PROX1
5630_at,PRPH
5631_at,PRPS1
5634_at,PRPS2
5635_at,PRPSAP1
5636_at,PRPSAP2
5638_at,PRRG1
5639_at,PRRG2
5641_at,LGMN
5644_at,PRSS1
5646_at,PRSS3
5648_at,MASP1
5649_at,RELN
5650_at,KLK7
5651_at,TMPRSS15
5652_at,PRSS8
5653_at,KLK6
5654_at,HTRA1
5655_at,KLK10
5657_at,PRTN3
5660_at,PSAP
5662_at,PSD
5663_at,PSEN1
5664_at,PSEN2
5669_at,PSG1
5670_at,PSG2
5671_at,PSG3
5672_at,PSG4
5673_at,PSG5
5675_at,PSG6
5676_at,PSG7
5678_at,PSG9
5680_at,PSG11
5681_at,PSKH1
5682_at,PSMA1
5683_at,PSMA2
5684_at,PSMA3
5685_at,PSMA4
5686_at,PSMA5
5687_at,PSMA6
5688_at,PSMA7
5689_at,PSMB1
5690_at,PSMB2
5691_at,PSMB3
5692_at,PSMB4
5693_at,PSMB5
5694_at,PSMB6
5695_at,PSMB7
5696_at,PSMB8
5697_at,PYY
5698_at,PSMB9
5699_at,PSMB10
5701_at,PSMC2
5702_at,PSMC3
5704_at,PSMC4
5705_at,PSMC5
5706_at,PSMC6
5707_at,PSMD1
5708_at,PSMD2
5709_at,PSMD3
5710_at,PSMD4
5711_at,PSMD5
5713_at,PSMD7
5714_at,PSMD8
5715_at,PSMD9
5716_at,PSMD10
5717_at,PSMD11
5718_at,PSMD12
5719_at,PSMD13
5720_at,PSME1
5721_at,PSME2
5723_at,PSPH
5724_at,PTAFR
5725_at,PTBP1
5726_at,TAS2R38
5727_at,PTCH1
5728_at,PTEN
5729_at,PTGDR
5730_at,PTGDS
5731_at,PTGER1
5732_at,PTGER2
5733_at,PTGER3
5734_at,PTGER4
5737_at,PTGFR
5738_at,PTGFRN
5739_at,PTGIR
5740_at,PTGIS
5741_at,PTH
5742_at,PTGS1
5743_at,PTGS2
5744_at,PTHLH
5745_at,PTH1R
5746_at,PTH2R
5747_at,PTK2
5753_at,PTK6
5754_at,PTK7
5757_at,PTMA
5763_at,PTMS
5764_at,PTN
5768_at,QSOX1
5770_at,PTPN1
5771_at,PTPN2
5774_at,PTPN3
5775_at,PTPN4
5777_at,PTPN6
5778_at,PTPN7
5780_at,PTPN9
5781_at,PTPN11
5782_at,PTPN12
5783_at,PTPN13
5784_at,PTPN14
5786_at,PTPRA
5787_at,PTPRB
5788_at,PTPRC
5789_at,PTPRD
5790_at,PTPRCAP
5791_at,PTPRE
5792_at,PTPRF
5793_at,PTPRG
5794_at,PTPRH
5795_at,PTPRJ
5796_at,PTPRK
5797_at,PTPRM
5798_at,PTPRN
5799_at,PTPRN2
5800_at,PTPRO
5801_at,PTPRR
5802_at,PTPRS
5803_at,PTPRZ1
5805_at,PTS
5806_at,PTX3
5810_at,RAD1
5813_at,PURA
5814_at,PURB
5816_at,PVALB
5817_at,PVR
5818_at,NECTIN1
5819_at,NECTIN2
5820_at,PVT1
5822_at,PWP2
5824_at,PEX19
5825_at,ABCD3
5826_at,ABCD4
5827_at,PXMP2
5828_at,PEX2
5829_at,PXN
5830_at,PEX5
5831_at,PYCR1
5832_at,ALDH18A1
5833_at,PCYT2
5834_at,PYGB
5836_at,PYGL
5837_at,PYGM
5858_at,PZP
5859_at,QARS
5860_at,QDPR
5861_at,RAB1A
5862_at,RAB2A
5863_at,RGL2
5864_at,RAB3A
5865_at,RAB3B
5866_at,RAB3IL1
5867_at,RAB4A
5868_at,RAB5A
5869_at,RAB5B
5870_at,RAB6A
5871_at,MAP4K2
5872_at,RAB13
5873_at,RAB27A
5874_at,RAB27B
5875_at,RABGGTA
5876_at,RABGGTB
5877_at,RABIF
5878_at,RAB5C
5879_at,RAC1
5880_at,RAC2
5881_at,RAC3
5883_at,RAD9A
5884_at,RAD17
5885_at,RAD21
5886_at,RAD23A
5887_at,RAD23B
5888_at,RAD51
5889_at,RAD51C
5890_at,RAD51B
5891_at,MOK
5892_at,RAD51D
5893_at,RAD52
5894_at,RAF1
5896_at,RAG1
5897_at,RAG2
5898_at,RALA
5899_at,RALB
5900_at,RALGDS
5901_at,RAN
5903_at,RANBP2
5905_at,RANGAP1
5906_at,RAP1A
5908_at,RAP1B
5909_at,RAP1GAP
5910_at,RAP1GDS1
5911_at,RAP2A
5912_at,RAP2B
5913_at,RAPSN
5914_at,RARA
5915_at,RARB
5916_at,RARG
5917_at,RARS
5918_at,RARRES1
5919_at,RARRES2
5920_at,PLAAT4
5921_at,RASA1
5922_at,RASA2
5923_at,RASGRF1
5924_at,RASGRF2
5925_at,RB1
5926_at,ARID4A
5927_at,KDM5A
5928_at,RBBP4
5929_at,RBBP5
5930_at,RBBP6
5931_at,RBBP7
5932_at,RBBP8
5933_at,RBL1
5934_at,RBL2
5935_at,RBM3
5936_at,RBM4
5937_at,RBMS1
5939_at,RBMS2
5947_at,RBP1
5948_at,RBP2
5949_at,RBP3
5950_at,RBP4
5954_at,RCN1
5955_at,RCN2
5956_at,OPN1LW
5957_at,RCVRN
5959_at,RDH5
5961_at,PRPH2
5962_at,RDX
5965_at,RECQL
5966_at,REL
5967_at,REG1A
5968_at,REG1B
5969_at,REG1CP
5970_at,RELA
5971_at,RELB
5972_at,REN
5973_at,RENBP
5976_at,UPF1
5977_at,DPF2
5978_at,REST
5979_at,RET
5980_at,REV3L
5981_at,RFC1
5982_at,RFC2
5983_at,RFC3
5984_at,RFC4
5985_at,RFC5
5986_at,RFNG
5987_at,TRIM27
5988_at,RFPL1
5989_at,RFX1
5990_at,RFX2
5991_at,RFX3
5992_at,RFX4
5993_at,RFX5
5994_at,RFXAP
5995_at,RGR
5996_at,RGS1
5997_at,RGS2
5998_at,RGS3
5999_at,RGS4
6000_at,RGS7
6001_at,RGS10
6002_at,RGS12
6003_at,RGS13
6004_at,RGS16
6005_at,RHAG
6006_at,RHCE
6007_at,RHD
6009_at,RHEB
6010_at,RHO
6011_at,GRK1
6013_at,RLN1
6014_at,RIT2
6015_at,RING1
6016_at,RIT1
6017_at,RLBP1
6018_at,RLF
6019_at,RLN2
6023_at,RMRP
6035_at,RNASE1
6036_at,RNASE2
6037_at,RNASE3
6038_at,RNASE4
6039_at,RNASE6
6041_at,RNASEL
6044_at,SNORA62
6045_at,RNF2
6046_at,BRD2
6047_at,RNF4
6048_at,RNF5
6049_at,RNF6
6050_at,RNH1
6051_at,RNPEP
6059_at,ABCE1
6079_at,SNORD15A
6080_at,SNORA73A
6082_at,SNORD20
6083_at,SNORD21
6091_at,ROBO1
6092_at,ROBO2
6093_at,ROCK1
6094_at,ROM1
6095_at,RORA
6096_at,RORB
6097_at,RORC
6098_at,ROS1
6100_at,RP9
6101_at,RP1
6102_at,RP2
6103_at,RPGR
6117_at,RPA1
6118_at,RPA2
6119_at,RPA3
6120_at,RPE
6121_at,RPE65
6122_at,RPL3
6123_at,RPL3L
6124_at,RPL4
6125_at,RPL5
6128_at,RPL6
6130_at,RPL7A
6132_at,RPL8
6133_at,RPL9
6134_at,RPL10
6135_at,RPL11
6136_at,RPL12
6137_at,RPL13
6138_at,RPL15
6139_at,RPL17
6141_at,RPL18
6143_at,RPL19
6146_at,RPL22
6150_at,MRPL23
6152_at,RPL24
6154_at,RPL26
6155_at,RPL27
6156_at,RPL30
6157_at,RPL27A
6158_at,RPL28
6159_at,RPL29
6160_at,RPL31
6161_at,RPL32
6164_at,RPL34
6165_at,RPL35A
6166_at,RPL36AL
6167_at,RPL37
6168_at,RPL37A
6169_at,RPL38
6171_at,RPL41
6173_at,RPL36A
6175_at,RPLP0
6176_at,RPLP1
6181_at,RPLP2
6182_at,MRPL12
6183_at,MRPS12
6184_at,RPN1
6185_at,RPN2
6188_at,RPS3
6189_at,RPS3A
6191_at,RPS4X
6192_at,RPS4Y1
6193_at,RPS5
6194_at,RPS6
6195_at,RPS6KA1
6196_at,RPS6KA2
6197_at,RPS6KA3
6198_at,RPS6KB1
6199_at,RPS6KB2
6203_at,RPS9
6205_at,RPS11
6206_at,RPS12
6207_at,RPS13
6208_at,RPS14
6209_at,RPS15
6210_at,RPS15A
6217_at,RPS16
6222_at,RPS18
6223_at,RPS19
6224_at,RPS20
6227_at,RPS21
6228_at,RPS23
6229_at,RPS24
6230_at,RPS25
6231_at,RPS26
6233_at,RPS27A
6235_at,RPS29
6236_at,RRAD
6237_at,RRAS
6238_at,RRBP1
6239_at,RREB1
6240_at,RRM1
6241_at,RRM2
6242_at,RTKN
6247_at,RS1
6248_at,RSC1A1
6249_at,CLIP1
6251_at,RSU1
6252_at,RTN1
6253_at,RTN2
6256_at,RXRA
6257_at,RXRB
6258_at,RXRG
6259_at,RYK
6261_at,RYR1
6262_at,RYR2
6263_at,RYR3
6271_at,S100A1
6272_at,SORT1
6273_at,S100A2
6274_at,S100A3
6275_at,S100A4
6276_at,S100A5
6277_at,S100A6
6278_at,S100A7
6279_at,S100A8
6280_at,S100A9
6281_at,S100A10
6282_at,S100A11
6283_at,S100A12
6284_at,S100A13
6285_at,S100B
6286_at,S100P
6288_at,SAA1
6289_at,SAA2
6290_at,SAA3P
6291_at,SAA4
6293_at,VPS52
6294_at,SAFB
6295_at,SAG
6296_at,ACSM3
6297_at,SALL2
6299_at,SALL1
6300_at,MAPK12
6301_at,SARS
6302_at,TSPAN31
6303_at,SAT1
6304_at,SATB1
6305_at,SBF1
6307_at,MSMO1
6309_at,SC5D
6310_at,ATXN1
6311_at,ATXN2
6314_at,ATXN7
6315_at,ATXN8OS
6317_at,SERPINB3
6318_at,SERPINB4
6319_at,SCD
6320_at,CLEC11A
6322_at,SCML1
6323_at,SCN1A
6324_at,SCN1B
6326_at,SCN2A
6327_at,SCN2B
6328_at,SCN3A
6329_at,SCN4A
6330_at,SCN4B
6331_at,SCN5A
6332_at,SCN7A
6334_at,SCN8A
6335_at,SCN9A
6336_at,SCN10A
6337_at,SCNN1A
6338_at,SCNN1B
6339_at,SCNN1D
6340_at,SCNN1G
6341_at,SCO1
6342_at,SCP2
6343_at,SCT
6344_at,SCTR
6345_at,SRL
6346_at,CCL1
6347_at,CCL2
6348_at,CCL3
6351_at,CCL4
6352_at,CCL5
6354_at,CCL7
6355_at,CCL8
6356_at,CCL11
6357_at,CCL13
6359_at,CCL15
6360_at,CCL16
6361_at,CCL17
6362_at,CCL18
6363_at,CCL19
6364_at,CCL20
6366_at,CCL21
6367_at,CCL22
6368_at,CCL23
6369_at,CCL24
6370_at,CCL25
6372_at,CXCL6
6373_at,CXCL11
6374_at,CXCL5
6375_at,XCL1
6376_at,CX3CL1
6382_at,SDC1
6383_at,SDC2
6385_at,SDC4
6386_at,SDCBP
6387_at,CXCL12
6388_at,SDF2
6389_at,SDHA
6390_at,SDHB
6391_at,SDHC
6392_at,SDHD
6396_at,SEC13
6397_at,SEC14L1
6398_at,SECTM1
6399_at,TRAPPC2
6400_at,SEL1L
6401_at,SELE
6402_at,SELL
6403_at,SELP
6404_at,SELPLG
6405_at,SEMA3F
6406_at,SEMG1
6407_at,SEMG2
6414_at,SELENOP
6415_at,SELENOW
6416_at,MAP2K4
6418_at,SET
6419_at,SETMAR
6421_at,SFPQ
6422_at,SFRP1
6423_at,SFRP2
6424_at,SFRP4
6425_at,SFRP5
6426_at,SRSF1
6427_at,SRSF2
6428_at,SRSF3
6429_at,SRSF4
6430_at,SRSF5
6431_at,SRSF6
6432_at,SRSF7
6433_at,SFSWAP
6434_at,TRA2B
6439_at,SFTPB
6440_at,SFTPC
6441_at,SFTPD
6442_at,SGCA
6443_at,SGCB
6444_at,SGCD
6445_at,SGCG
6446_at,SGK1
6447_at,SCG5
6448_at,SGSH
6449_at,SGTA
6450_at,SH3BGR
6451_at,SH3BGRL
6452_at,SH3BP2
6453_at,ITSN1
6455_at,SH3GL1
6456_at,SH3GL2
6457_at,SH3GL3
6458_at,SH3GL1P1
6459_at,SH3GL1P2
6461_at,SHB
6462_at,SHBG
6464_at,SHC1
6468_at,FBXW4
6469_at,SHH
6470_at,SHMT1
6472_at,SHMT2
6473_at,SHOX
6474_at,SHOX2
6476_at,SI
6477_at,SIAH1
6478_at,SIAH2
6480_at,ST6GAL1
6482_at,ST3GAL1
6483_at,ST3GAL2
6484_at,ST3GAL4
6487_at,ST3GAL3
6489_at,ST8SIA1
6490_at,PMEL
6491_at,STIL
6492_at,SIM1
6493_at,SIM2
6494_at,SIPA1
6495_at,SIX1
6496_at,SIX3
6497_at,SKI
6498_at,SKIL
6499_at,SKIV2L
6500_at,SKP1
6502_at,SKP2
6503_at,SLA
6504_at,SLAMF1
6505_at,SLC1A1
6506_at,SLC1A2
6507_at,SLC1A3
6508_at,SLC4A3
6509_at,SLC1A4
6510_at,SLC1A5
6511_at,SLC1A6
6512_at,SLC1A7
6513_at,SLC2A1
6514_at,SLC2A2
6515_at,SLC2A3
6517_at,SLC2A4
6518_at,SLC2A5
6519_at,SLC3A1
6520_at,SLC3A2
6521_at,SLC4A1
6522_at,SLC4A2
6523_at,SLC5A1
6524_at,SLC5A2
6525_at,SMTN
6526_at,SLC5A3
6527_at,SLC5A4
6528_at,SLC5A5
6529_at,SLC6A1
6530_at,SLC6A2
6531_at,SLC6A3
6532_at,SLC6A4
6533_at,SLC6A6
6534_at,SLC6A7
6535_at,SLC6A8
6536_at,SLC6A9
6538_at,SLC6A11
6539_at,SLC6A12
6540_at,SLC6A13
6541_at,SLC7A1
6542_at,SLC7A2
6543_at,SLC8A2
6545_at,SLC7A4
6546_at,SLC8A1
6547_at,SLC8A3
6548_at,SLC9A1
6549_at,SLC9A2
6550_at,SLC9A3
6553_at,SLC9A5
6554_at,SLC10A1
6555_at,SLC10A2
6556_at,SLC11A1
6557_at,SLC12A1
6558_at,SLC12A2
6559_at,SLC12A3
6560_at,SLC12A4
6561_at,SLC13A1
6563_at,SLC14A1
6564_at,SLC15A1
6565_at,SLC15A2
6566_at,SLC16A1
6567_at,SLC16A2
6568_at,SLC17A1
6569_at,SLC34A1
6570_at,SLC18A1
6571_at,SLC18A2
6572_at,SLC18A3
6573_at,SLC19A1
6574_at,SLC20A1
6575_at,SLC20A2
6576_at,SLC25A1
6578_at,SLCO2A1
6579_at,SLCO1A2
6580_at,SLC22A1
6581_at,SLC22A3
6582_at,SLC22A2
6583_at,SLC22A4
6584_at,SLC22A5
6585_at,SLIT1
6586_at,SLIT3
6588_at,SLN
6590_at,SLPI
6591_at,SNAI2
6594_at,SMARCA1
6595_at,SMARCA2
6596_at,HLTF
6597_at,SMARCA4
6598_at,SMARCB1
6599_at,SMARCC1
6601_at,SMARCC2
6602_at,SMARCD1
6603_at,SMARCD2
6604_at,SMARCD3
6605_at,SMARCE1
6608_at,SMO
6609_at,SMPD1
6610_at,SMPD2
6611_at,SMS
6612_at,SUMO3
6614_at,SIGLEC1
6615_at,SNAI1
6616_at,SNAP25
6617_at,SNAPC1
6618_at,SNAPC2
6619_at,SNAPC3
6620_at,SNCB
6621_at,SNAPC4
6622_at,SNCA
6623_at,SNCG
6624_at,FSCN1
6625_at,SNRNP70
6626_at,SNRPA
6627_at,SNRPA1
6628_at,SNRPB
6629_at,SNRPB2
6631_at,SNRPC
6632_at,SNRPD1
6633_at,SNRPD2
6634_at,SNRPD3
6635_at,SNRPE
6636_at,SNRPF
6637_at,SNRPG
6638_at,SNRPN
6640_at,SNTA1
6641_at,SNTB1
6642_at,SNX1
6643_at,SNX2
6645_at,SNTB2
6646_at,SOAT1
6647_at,SOD1
6648_at,SOD2
6649_at,SOD3
6650_at,CAPN15
6651_at,SON
6652_at,SORD
6653_at,SORL1
6654_at,SOS1
6655_at,SOS2
6656_at,SOX1
6657_at,SOX2
6658_at,SOX3
6659_at,SOX4
6660_at,SOX5
6662_at,SOX9
6663_at,SOX10
6664_at,SOX11
6665_at,SOX15
6666_at,SOX12
6667_at,SP1
6668_at,SP2
6670_at,SP3
6671_at,SP4
6672_at,SP100
6674_at,SPAG1
6675_at,UAP1
6676_at,SPAG4
6677_at,SPAM1
6678_at,SPARC
6683_at,SPAST
6687_at,SPG7
6688_at,SPI1
6689_at,SPIB
6690_at,SPINK1
6691_at,SPINK2
6692_at,SPINT1
6693_at,SPN
6694_at,SPP2
6695_at,SPOCK1
6696_at,SPP1
6697_at,SPR
6698_at,SPRR1A
6699_at,SPRR1B
6700_at,SPRR2A
6701_at,SPRR2B
6702_at,SPRR2C
6703_at,SPRR2D
6704_at,SPRR2E
6705_at,SPRR2F
6706_at,SPRR2G
6707_at,SPRR3
6708_at,SPTA1
6709_at,SPTAN1
6710_at,SPTB
6711_at,SPTBN1
6712_at,SPTBN2
6713_at,SQLE
6714_at,SRC
6715_at,SRD5A1
6716_at,SRD5A2
6717_at,SRI
6718_at,AKR1D1
6719_at,SRD5A1P1
6720_at,SREBF1
6721_at,SREBF2
6722_at,SRF
6723_at,SRM
6725_at,SRMS
6727_at,SRP14
6728_at,SRP19
6729_at,SRP54
6730_at,SRP68
6731_at,SRP72
6732_at,SRPK1
6733_at,SRPK2
6734_at,SRPRA
6736_at,SRY
6737_at,TRIM21
6738_at,RO60
6741_at,SSB
6742_at,SSBP1
6744_at,ITPRID2
6745_at,SSR1
6746_at,SSR2
6747_at,SSR3
6748_at,SSR4
6749_at,SSRP1
6750_at,SST
6751_at,SSTR1
6752_at,SSTR2
6753_at,SSTR3
6754_at,SSTR4
6755_at,SSTR5
6756_at,SSX1
6758_at,SSX5
6760_at,SS18
6764_at,ST5
6767_at,ST13
6768_at,ST14
6769_at,STAC
6770_at,STAR
6772_at,STAT1
6773_at,STAT2
6774_at,STAT3
6775_at,STAT4
6776_at,STAT5A
6777_at,STAT5B
6778_at,STAT6
6779_at,STATH
6780_at,STAU1
6781_at,STC1
6782_at,HSPA13
6783_at,SULT1E1
6785_at,ELOVL4
6786_at,STIM1
6787_at,NEK4
6788_at,STK3
6789_at,STK4
6790_at,AURKA
6791_at,AURKAP1
6792_at,CDKL5
6793_at,STK10
6794_at,STK11
6795_at,AURKC
6799_at,SULT1A2
6801_at,STRN
6804_at,STX1A
6809_at,STX3
6810_at,STX4
6811_at,STX5
6812_at,STXBP1
6813_at,STXBP2
6814_at,STXBP3
6815_at,STYX
6817_at,SULT1A1
6819_at,SULT1C2
6820_at,SULT2B1
6821_at,SUOX
6822_at,SULT2A1
6827_at,SUPT4H1
6829_at,SUPT5H
6830_at,SUPT6H
6832_at,SUPV3L1
6833_at,ABCC8
6834_at,SURF1
6835_at,SURF2
6836_at,SURF4
6837_at,MED22
6838_at,SURF6
6839_at,SUV39H1
6840_at,SVIL
6843_at,VAMP1
6844_at,VAMP2
6845_at,VAMP7
6846_at,XCL2
6847_at,SYCP1
6850_at,SYK
6853_at,SYN1
6854_at,SYN2
6855_at,SYP
6856_at,SYPL1
6857_at,SYT1
6860_at,SYT4
6861_at,SYT5
6862_at,TBXT
6863_at,TAC1
6865_at,TACR2
6866_at,TAC3
6867_at,TACC1
6868_at,ADAM17
6869_at,TACR1
6870_at,TACR3
6871_at,TADA2A
6872_at,TAF1
6873_at,TAF2
6874_at,TAF4
6875_at,TAF4B
6876_at,TAGLN
6877_at,TAF5
6878_at,TAF6
6879_at,TAF7
6880_at,TAF9
6881_at,TAF10
6882_at,TAF11
6883_at,TAF12
6884_at,TAF13
6885_at,MAP3K7
6886_at,TAL1
6887_at,TAL2
6888_at,TALDO1
6890_at,TAP1
6891_at,TAP2
6892_at,TAPBP
6894_at,TARBP1
6895_at,TARBP2
6897_at,TARS
6898_at,TAT
6899_at,TBX1
6900_at,CNTN2
6901_at,TAZ
6902_at,TBCA
6903_at,TBCC
6904_at,TBCD
6905_at,TBCE
6906_at,SERPINA7
6907_at,TBL1X
6908_at,TBP
6909_at,TBX2
6910_at,TBX5
6911_at,TBX6
6913_at,TBX15
6915_at,TBXA2R
6916_at,TBXAS1
6917_at,TCEA1
6919_at,TCEA2
6920_at,TCEA3
6921_at,ELOC
6923_at,ELOB
6924_at,ELOA
6925_at,TCF4
6926_at,TBX3
6927_at,HNF1A
6928_at,HNF1B
6929_at,TCF3
6932_at,TCF7
6934_at,TCF7L2
6935_at,ZEB1
6936_at,GCFC2
6938_at,TCF12
6939_at,TCF15
6940_at,ZNF354A
6941_at,TCF19
6942_at,TCF20
6943_at,TCF21
6944_at,VPS72
6945_at,MLX
6947_at,TCN1
6948_at,TCN2
6949_at,TCOF1
6950_at,TCP1
6953_at,TCP10
6954_at,TCP11
6956_at,TRAV6
6967_at,TRGC2
6971_at,TRGJP1
6972_at,TRGJP2
6974_at,TRGV2
6975_at,TECTB
6976_at,TRGV3
6977_at,TRGV4
6978_at,TRGV5
6982_at,TRGV8
6983_at,TRGV9
6988_at,TCTA
6990_at,DYNLT3
6991_at,TCTE3
6992_at,PPP1R11
6993_at,DYNLT1
6996_at,TDG
6997_at,TDGF1
6998_at,TDGF1P3
6999_at,TDO2
7001_at,PRDX2
7003_at,TEAD1
7004_at,TEAD4
7005_at,TEAD3
7006_at,TEC
7007_at,TECTA
7008_at,TEF
7009_at,TMBIM6
7010_at,TEK
7011_at,TEP1
7012_at,TERC
7013_at,TERF1
7014_at,TERF2
7015_at,TERT
7016_at,TESK1
7018_at,TF
7019_at,TFAM
7020_at,TFAP2A
7021_at,TFAP2B
7022_at,TFAP2C
7023_at,TFAP4
7024_at,TFCP2
7025_at,NR2F1
7026_at,NR2F2
7027_at,TFDP1
7029_at,TFDP2
7030_at,TFE3
7031_at,TFF1
7032_at,TFF2
7033_at,TFF3
7035_at,TFPI
7036_at,TFR2
7037_at,TFRC
7038_at,TG
7039_at,TGFA
7040_at,TGFB1
7041_at,TGFB1I1
7042_at,TGFB2
7043_at,TGFB3
7044_at,LEFTY2
7045_at,TGFBI
7046_at,TGFBR1
7047_at,TGM4
7048_at,TGFBR2
7049_at,TGFBR3
7050_at,TGIF1
7051_at,TGM1
7052_at,TGM2
7053_at,TGM3
7054_at,TH
7056_at,THBD
7057_at,THBS1
7058_at,THBS2
7059_at,THBS3
7060_at,THBS4
7062_at,TCHH
7064_at,THOP1
7066_at,THPO
7067_at,THRA
7068_at,THRB
7069_at,THRSP
7070_at,THY1
7071_at,KLF10
7072_at,TIA1
7073_at,TIAL1
7074_at,TIAM1
7075_at,TIE1
7076_at,TIMP1
7077_at,TIMP2
7078_at,TIMP3
7079_at,TIMP4
7080_at,NKX2-1
7082_at,TJP1
7083_at,TK1
7084_at,TK2
7086_at,TKT
7087_at,ICAM5
7088_at,TLE1
7089_at,TLE2
7090_at,TLE3
7091_at,TLE4
7092_at,TLL1
7093_at,TLL2
7094_at,TLN1
7095_at,SEC62
7096_at,TLR1
7097_at,TLR2
7098_at,TLR3
7099_at,TLR4
7100_at,TLR5
7101_at,NR2E1
7102_at,TSPAN7
7103_at,TSPAN8
7104_at,TM4SF4
7105_at,TSPAN6
7106_at,TSPAN4
7107_at,GPR137B
7108_at,TM7SF2
7109_at,TRAPPC10
7110_at,TMF1
7111_at,TMOD1
7112_at,TMPO
7113_at,TMPRSS2
7122_at,CLDN5
7123_at,CLEC3B
7124_at,TNF
7125_at,TNNC2
7126_at,TNFAIP1
7127_at,TNFAIP2
7128_at,TNFAIP3
7130_at,TNFAIP6
7132_at,TNFRSF1A
7133_at,TNFRSF1B
7134_at,TNNC1
7135_at,TNNI1
7136_at,TNNI2
7137_at,TNNI3
7138_at,TNNT1
7139_at,TNNT2
7140_at,TNNT3
7141_at,TNP1
7142_at,TNP2
7143_at,TNR
7145_at,TNS1
7148_at,TNXB
7150_at,TOP1
7151_at,TOP1P1
7152_at,TOP1P2
7153_at,TOP2A
7155_at,TOP2B
7156_at,TOP3A
7157_at,TP53
7158_at,TP53BP1
7159_at,TP53BP2
7161_at,TP73
7162_at,TPBG
7163_at,TPD52
7164_at,TPD52L1
7165_at,TPD52L2
7166_at,TPH1
7167_at,TPI1
7168_at,TPM1
7169_at,TPM2
7170_at,TPM3
7171_at,TPM4
7172_at,TPMT
7173_at,TPO
7174_at,TPP2
7175_at,TPR
7178_at,TPT1
7179_at,TPTE
7180_at,CRISP2
7181_at,NR2C1
7182_at,NR2C2
7184_at,HSP90B1
7185_at,TRAF1
7186_at,TRAF2
7187_at,TRAF3
7188_at,TRAF5
7189_at,TRAF6
7200_at,TRH
7201_at,TRHR
7203_at,CCT3
7204_at,TRIO
7205_at,TRIP6
7216_at,TRO
7220_at,TRPC1
7221_at,TRPC2
7222_at,TRPC3
7223_at,TRPC4
7224_at,TRPC5
7225_at,TRPC6
7226_at,TRPM2
7227_at,TRPS1
7247_at,TSN
7248_at,TSC1
7249_at,TSC2
7251_at,TSG101
7252_at,TSHB
7253_at,TSHR
7257_at,TSNAX
7259_at,TSPYL1
7260_at,EIPR1
7262_at,PHLDA2
7263_at,TST
7264_at,TSTA3
7265_at,TTC1
7266_at,DNAJC7
7267_at,TTC3
7268_at,TTC4
7270_at,TTF1
7272_at,TTK
7273_at,TTN
7274_at,TTPA
7275_at,TUB
7276_at,TTR
7277_at,TUBA4A
7278_at,TUBA3C
7280_at,TUBB2A
7283_at,TUBG1
7284_at,TUFM
7286_at,TUFT1
7287_at,TULP1
7288_at,TULP2
7289_at,TULP3
7290_at,HIRA
7291_at,TWIST1
7292_at,TNFSF4
7293_at,TNFRSF4
7294_at,TXK
7295_at,TXN
7296_at,TXNRD1
7297_at,TYK2
7298_at,TYMS
7299_at,TYR
7301_at,TYRO3
