probe,gene
ENSG00000005102_at,MEOX1
ENSG00000005108_at,THSD7A
ENSG00000005156_at,LIG3
ENSG00000005175_at,RPAP3
ENSG00000005187_at,ACSM3
ENSG00000005189_at,REXO5
ENSG00000005194_at,CIAPIN1
ENSG00000005206_at,SPPL2B
ENSG00000005238_at,FAM214B
ENSG00000005243_at,COPZ2
ENSG00000005249_at,PRKAR2B
ENSG00000005302_at,MSL3
ENSG00000005339_at,CREBBP
ENSG00000005379_at,TSPOAP1
ENSG00000005381_at,MPO
ENSG00000005421_at,PON1
ENSG00000005436_at,GCFC2
ENSG00000005448_at,WDR54
ENSG00000005469_at,CROT
ENSG00000005471_at,ABCB4
ENSG00000005483_at,KMT2E
ENSG00000005486_at,RHBDD2
ENSG00000005513_at,SOX8
ENSG00000005700_at,IBTK
ENSG00000005801_at,ZNF195
ENSG00000005810_at,MYCBP2
ENSG00000005812_at,FBXL3
ENSG00000005844_at,ITGAL
ENSG00000005882_at,PDK2
ENSG00000005884_at,ITGA3
ENSG00000005889_at,ZFX
ENSG00000005893_at,LAMP2
ENSG00000005961_at,ITGA2B
ENSG00000005981_at,ASB4
ENSG00000006007_at,GDE1
ENSG00000006015_at,REX1BD
ENSG00000006016_at,CRLF1
ENSG00000006025_at,OSBPL7
ENSG00000006042_at,TMEM98
ENSG00000006047_at,YBX2
ENSG00000006062_at,MAP3K14
ENSG00000006071_at,ABCC8
ENSG00000006116_at,CACNG3
ENSG00000006118_at,TMEM132A
ENSG00000006125_at,AP2B1
ENSG00000006128_at,TAC1
ENSG00000006194_at,ZNF263
ENSG00000006210_at,CX3CL1
ENSG00000006282_at,SPATA20
ENSG00000006283_at,CACNA1G
ENSG00000006327_at,TNFRSF12A
ENSG00000006377_at,DLX6
ENSG00000006432_at,MAP3K9
ENSG00000006451_at,RALA
ENSG00000006453_at,BAIAP2L1
ENSG00000006459_at,KDM7A
ENSG00000006468_at,ETV1
ENSG00000006530_at,AGK
ENSG00000006534_at,ALDH3B1
ENSG00000006555_at,TTC22
ENSG00000006576_at,PHTF2
ENSG00000006606_at,CCL26
ENSG00000006607_at,FARP2
ENSG00000006611_at,USH1C
ENSG00000006625_at,GGCT
ENSG00000006634_at,DBF4
ENSG00000006638_at,TBXA2R
ENSG00000006652_at,IFRD1
ENSG00000006659_at,LGALS14
ENSG00000006695_at,COX10
ENSG00000006704_at,GTF2IRD1
ENSG00000006712_at,PAF1
ENSG00000006715_at,VPS41
ENSG00000006740_at,ARHGAP44
ENSG00000006744_at,ELAC2
ENSG00000006747_at,SCIN
ENSG00000006756_at,ARSD
ENSG00000006757_at,PNPLA4
ENSG00000006788_at,MYH13
ENSG00000006831_at,ADIPOR2
ENSG00000006837_at,CDKL3
ENSG00000007001_at,UPP2
ENSG00000007038_at,PRSS21
ENSG00000007047_at,MARK4
ENSG00000007062_at,PROM1
ENSG00000007080_at,CCDC124
ENSG00000007129_at,CEACAM21
ENSG00000007168_at,PAFAH1B1
ENSG00000007171_at,NOS2
ENSG00000007174_at,DNAH9
ENSG00000007202_at,KIAA0100
ENSG00000007216_at,SLC13A2
ENSG00000007237_at,GAS7
ENSG00000007255_at,TRAPPC6A
ENSG00000007264_at,MATK
ENSG00000007306_at,CEACAM7
ENSG00000007312_at,CD79B
ENSG00000007314_at,SCN4A
ENSG00000007341_at,ST7L
ENSG00000007350_at,TKTL1
ENSG00000007372_at,PAX6
ENSG00000007376_at,RPUSD1
ENSG00000007384_at,RHBDF1
ENSG00000007392_at,LUC7L
ENSG00000007402_at,CACNA2D2
ENSG00000007516_at,BAIAP3
ENSG00000007520_at,TSR3
ENSG00000007541_at,PIGQ
ENSG00000007866_at,TEAD3
ENSG00000007908_at,SELE
ENSG00000007923_at,DNAJC11
ENSG00000007933_at,FMO3
ENSG00000007944_at,MYLIP
ENSG00000007952_at,NOX1
ENSG00000007968_at,E2F2
ENSG00000008018_at,PSMB1
ENSG00000008056_at,SYN1
ENSG00000008083_at,JARID2
ENSG00000008086_at,CDKL5
ENSG00000008118_at,CAMK1G
ENSG00000008130_at,NADK
ENSG00000008196_at,TFAP2B
ENSG00000008197_at,TFAP2D
ENSG00000008226_at,DLEC1
ENSG00000008256_at,CYTH3
ENSG00000008277_at,ADAM22
ENSG00000008282_at,SYPL1
ENSG00000008283_at,CYB561
ENSG00000008294_at,SPAG9
ENSG00000008300_at,CELSR3
ENSG00000008311_at,AASS
ENSG00000008323_at,PLEKHG6
ENSG00000008324_at,SS18L2
ENSG00000008382_at,MPND
ENSG00000008394_at,MGST1
ENSG00000008405_at,CRY1
ENSG00000008438_at,PGLYRP1
ENSG00000008441_at,NFIX
ENSG00000008513_at,ST3GAL1
ENSG00000008516_at,MMP25
ENSG00000008517_at,IL32
ENSG00000008710_at,PKD1
ENSG00000008735_at,MAPK8IP2
ENSG00000008838_at,MED24
ENSG00000008853_at,RHOBTB2
ENSG00000008869_at,HEATR5B
ENSG00000008952_at,SEC62
ENSG00000008988_at,RPS20
ENSG00000009307_at,CSDE1
ENSG00000009335_at,UBE3C
ENSG00000009413_at,REV3L
ENSG00000009694_at,TENM1
ENSG00000009709_at,PAX7
ENSG00000009724_at,MASP2
ENSG00000009765_at,IYD
ENSG00000009780_at,FAM76A
ENSG00000009790_at,TRAF3IP3
ENSG00000009830_at,POMT2
ENSG00000009844_at,VTA1
ENSG00000009950_at,MLXIPL
ENSG00000009954_at,BAZ1B
ENSG00000010017_at,RANBP9
ENSG00000010030_at,ETV7
ENSG00000010072_at,SPRTN
ENSG00000010165_at,EEF1AKNMT
ENSG00000010244_at,ZNF207
ENSG00000010256_at,UQCRC1
ENSG00000010270_at,STARD3NL
ENSG00000010278_at,CD9
ENSG00000010292_at,NCAPD2
ENSG00000010295_at,IFFO1
ENSG00000010310_at,GIPR
ENSG00000010318_at,PHF7
ENSG00000010319_at,SEMA3G
ENSG00000010322_at,NISCH
ENSG00000010327_at,STAB1
ENSG00000010361_at,FUZ
ENSG00000010379_at,SLC6A13
ENSG00000010404_at,IDS
ENSG00000010438_at,PRSS3
ENSG00000010539_at,ZNF200
ENSG00000010610_at,CD4
ENSG00000010626_at,LRRC23
ENSG00000010671_at,BTK
ENSG00000010704_at,HFE
ENSG00000010803_at,SCMH1
ENSG00000010810_at,FYN
ENSG00000010818_at,HIVEP2
ENSG00000010932_at,FMO1
ENSG00000011007_at,ELOA
ENSG00000011009_at,LYPLA2
ENSG00000011021_at,CLCN6
ENSG00000011028_at,MRC2
ENSG00000011083_at,SLC6A7
ENSG00000011105_at,TSPAN9
ENSG00000011114_at,BTBD7
ENSG00000011132_at,APBA3
ENSG00000011143_at,MKS1
ENSG00000011198_at,ABHD5
ENSG00000011201_at,ANOS1
ENSG00000011243_at,AKAP8L
ENSG00000011258_at,MBTD1
ENSG00000011260_at,UTP18
ENSG00000011275_at,RNF216
ENSG00000011295_at,TTC19
ENSG00000011304_at,PTBP1
ENSG00000011332_at,DPF1
ENSG00000011347_at,SYT7
ENSG00000011376_at,LARS2
ENSG00000011405_at,PIK3C2A
ENSG00000011422_at,PLAUR
ENSG00000011426_at,ANLN
ENSG00000011451_at,WIZ
ENSG00000011454_at,RABGAP1
ENSG00000011465_at,DCN
ENSG00000011478_at,QPCTL
ENSG00000011485_at,PPP5C
ENSG00000011523_at,CEP68
ENSG00000011566_at,MAP4K3
ENSG00000011590_at,ZBTB32
ENSG00000011600_at,TYROBP
ENSG00000011638_at,TMEM159
ENSG00000011677_at,GABRA3
ENSG00000012048_at,BRCA1
ENSG00000012061_at,ERCC1
ENSG00000012124_at,CD22
ENSG00000012171_at,SEMA3B
ENSG00000012174_at,MBTPS2
ENSG00000012211_at,PRICKLE3
ENSG00000012223_at,LTF
ENSG00000012232_at,EXTL3
ENSG00000012504_at,NR1H4
ENSG00000012660_at,ELOVL5
ENSG00000012779_at,ALOX5
ENSG00000012817_at,KDM5D
ENSG00000012822_at,CALCOCO1
ENSG00000012963_at,UBR7
ENSG00000012983_at,MAP4K5
ENSG00000013016_at,EHD3
ENSG00000013275_at,PSMC4
ENSG00000013288_at,MAN2B2
ENSG00000013293_at,SLC7A14
ENSG00000013297_at,CLDN11
ENSG00000013306_at,SLC25A39
ENSG00000013364_at,MVP
ENSG00000013374_at,NUB1
ENSG00000013375_at,PGM3
ENSG00000013392_at,RWDD2A
ENSG00000013441_at,CLK1
ENSG00000013503_at,POLR3B
ENSG00000013523_at,ANGEL1
ENSG00000013561_at,RNF14
ENSG00000013563_at,DNASE1L1
ENSG00000013573_at,DDX11
ENSG00000013583_at,HEBP1
ENSG00000013588_at,GPRC5A
ENSG00000013619_at,MAMLD1
ENSG00000013725_at,CD6
ENSG00000013810_at,TACC3
ENSG00000014123_at,UFL1
ENSG00000014138_at,POLA2
ENSG00000014164_at,ZC3H3
ENSG00000014216_at,CAPN1
ENSG00000014257_at,ACPP
ENSG00000014641_at,MDH1
ENSG00000014824_at,SLC30A9
ENSG00000014914_at,MTMR11
ENSG00000014919_at,COX15
ENSG00000015133_at,CCDC88C
ENSG00000015153_at,YAF2
ENSG00000015171_at,ZMYND11
ENSG00000015285_at,WAS
ENSG00000015413_at,DPEP1
ENSG00000015475_at,BID
ENSG00000015479_at,MATR3
ENSG00000015520_at,NPC1L1
ENSG00000015532_at,XYLT2
ENSG00000015592_at,STMN4
ENSG00000015676_at,NUDCD3
ENSG00000016082_at,ISL1
ENSG00000016391_at,CHDH
ENSG00000016402_at,IL20RA
ENSG00000016490_at,CLCA1
ENSG00000016602_at,CLCA4
ENSG00000016864_at,GLT8D1
ENSG00000017260_at,ATP2C1
ENSG00000017427_at,IGF1
ENSG00000017483_at,SLC38A5
ENSG00000017797_at,RALBP1
ENSG00000018189_at,RUFY3
ENSG00000018236_at,CNTN1
ENSG00000018280_at,SLC11A1
ENSG00000018408_at,WWTR1
ENSG00000018510_at,AGPS
ENSG00000018610_at,CXorf56
ENSG00000018625_at,ATP1A2
ENSG00000018699_at,TTC27
ENSG00000018869_at,ZNF582
ENSG00000019102_at,VSIG2
ENSG00000019144_at,PHLDB1
ENSG00000019169_at,MARCO
ENSG00000019186_at,CYP24A1
ENSG00000019485_at,PRDM11
ENSG00000019505_at,SYT13
ENSG00000019549_at,SNAI2
ENSG00000019582_at,CD74
ENSG00000019991_at,HGF
ENSG00000019995_at,ZRANB1
ENSG00000020129_at,NCDN
ENSG00000020181_at,ADGRA2
ENSG00000020256_at,ZFP64
ENSG00000020577_at,SAMD4A
ENSG00000020633_at,RUNX3
ENSG00000020922_at,MRE11
ENSG00000021300_at,PLEKHB1
ENSG00000021355_at,SERPINB1
ENSG00000021461_at,CYP3A43
ENSG00000021488_at,SLC7A9
ENSG00000021574_at,SPAST
ENSG00000021645_at,NRXN3
ENSG00000021762_at,OSBPL5
ENSG00000021776_at,AQR
ENSG00000021826_at,CPS1
ENSG00000021852_at,C8B
ENSG00000022267_at,FHL1
ENSG00000022277_at,RTF2
ENSG00000022355_at,GABRA1
ENSG00000022556_at,NLRP2
ENSG00000022567_at,SLC45A4
ENSG00000022840_at,RNF10
ENSG00000022976_at,ZNF839
ENSG00000023041_at,ZDHHC6
ENSG00000023171_at,GRAMD1B
ENSG00000023191_at,RNH1
ENSG00000023228_at,NDUFS1
ENSG00000023287_at,RB1CC1
ENSG00000023318_at,ERP44
ENSG00000023330_at,ALAS1
ENSG00000023445_at,BIRC3
ENSG00000023516_at,AKAP11
ENSG00000023572_at,GLRX2
ENSG00000023608_at,SNAPC1
ENSG00000023697_at,DERA
ENSG00000023734_at,STRAP
ENSG00000023839_at,ABCC2
ENSG00000023892_at,DEF6
ENSG00000023902_at,PLEKHO1
ENSG00000023909_at,GCLM
ENSG00000024048_at,UBR2
ENSG00000024422_at,EHD2
ENSG00000024526_at,DEPDC1
ENSG00000024862_at,CCDC28A
ENSG00000025039_at,RRAGD
ENSG00000025156_at,HSF2
ENSG00000025293_at,PHF20
ENSG00000025423_at,HSD17B6
ENSG00000025434_at,NR1H3
ENSG00000025708_at,TYMP
ENSG00000025770_at,NCAPH2
ENSG00000025772_at,TOMM34
ENSG00000025796_at,SEC63
ENSG00000025800_at,KPNA6
ENSG00000026025_at,VIM
ENSG00000026103_at,FAS
ENSG00000026508_at,CD44
ENSG00000026559_at,KCNG1
ENSG00000026652_at,AGPAT4
ENSG00000026751_at,SLAMF7
ENSG00000026950_at,BTN3A1
ENSG00000027001_at,MIPEP
ENSG00000027075_at,PRKCH
ENSG00000027644_at,INSRR
ENSG00000027697_at,IFNGR1
ENSG00000027847_at,B4GALT7
ENSG00000027869_at,SH2D2A
ENSG00000028116_at,VRK2
ENSG00000028137_at,TNFRSF1B
ENSG00000028203_at,VEZT
ENSG00000028277_at,POU2F2
ENSG00000028310_at,BRD9
ENSG00000028528_at,SNX1
ENSG00000028839_at,TBPL1
ENSG00000029153_at,ARNTL2
ENSG00000029363_at,BCLAF1
ENSG00000029364_at,SLC39A9
ENSG00000029534_at,ANK1
ENSG00000029559_at,IBSP
ENSG00000029639_at,TFB1M
ENSG00000029725_at,RABEP1
ENSG00000029993_at,HMGB3
ENSG00000030066_at,NUP160
ENSG00000030304_at,MUSK
ENSG00000030582_at,GRN
ENSG00000031003_at,FAM13B
ENSG00000031081_at,ARHGAP31
ENSG00000031691_at,CENPQ
ENSG00000031698_at,SARS
ENSG00000031823_at,RANBP3
ENSG00000032219_at,ARID4A
ENSG00000032389_at,EIPR1
ENSG00000032444_at,PNPLA6
ENSG00000032742_at,IFT88
ENSG00000033011_at,ALG1
ENSG00000033030_at,ZCCHC8
ENSG00000033050_at,ABCF2
ENSG00000033100_at,CHPF2
ENSG00000033122_at,LRRC7
ENSG00000033170_at,FUT8
ENSG00000033178_at,UBA6
ENSG00000033327_at,GAB2
ENSG00000033627_at,ATP6V0A1
ENSG00000033800_at,PIAS1
ENSG00000033867_at,SLC4A7
ENSG00000034053_at,APBA2
ENSG00000034152_at,MAP2K3
ENSG00000034239_at,EFCAB1
ENSG00000034510_at,TMSB10
ENSG00000034533_at,ASTE1
ENSG00000034677_at,RNF19A
ENSG00000034693_at,PEX3
ENSG00000034713_at,GABARAPL2
ENSG00000034971_at,MYOC
ENSG00000035115_at,SH3YL1
ENSG00000035141_at,FAM136A
ENSG00000035403_at,VCL
ENSG00000035499_at,DEPDC1B
ENSG00000035664_at,DAPK2
ENSG00000035681_at,NSMAF
ENSG00000035687_at,ADSS
ENSG00000035720_at,STAP1
ENSG00000035862_at,TIMP2
ENSG00000035928_at,RFC1
ENSG00000036054_at,TBC1D23
ENSG00000036257_at,CUL3
ENSG00000036448_at,MYOM2
ENSG00000036530_at,CYP46A1
ENSG00000036565_at,SLC18A1
ENSG00000036672_at,USP2
ENSG00000036828_at,CASR
ENSG00000037042_at,TUBG2
ENSG00000037280_at,FLT4
ENSG00000037474_at,NSUN2
ENSG00000037637_at,FBXO42
ENSG00000037749_at,MFAP3
ENSG00000037757_at,MRI1
ENSG00000037897_at,METTL1
ENSG00000038002_at,AGA
ENSG00000038210_at,PI4K2B
ENSG00000038219_at,BOD1L1
ENSG00000038274_at,MAT2B
ENSG00000038295_at,TLL1
ENSG00000038382_at,TRIO
ENSG00000038427_at,VCAN
ENSG00000038532_at,CLEC16A
ENSG00000038945_at,MSR1
ENSG00000039068_at,CDH1
ENSG00000039123_at,MTREX
ENSG00000039139_at,DNAH5
ENSG00000039319_at,ZFYVE16
ENSG00000039523_at,RIPOR1
ENSG00000039537_at,C6
ENSG00000039560_at,RAI14
ENSG00000039600_at,SOX30
ENSG00000039650_at,PNKP
ENSG00000039987_at,BEST2
ENSG00000040199_at,PHLPP2
ENSG00000040275_at,SPDL1
ENSG00000040341_at,STAU2
ENSG00000040487_at,SLC66A1
ENSG00000040531_at,CTNS
ENSG00000040608_at,RTN4R
ENSG00000040633_at,PHF23
ENSG00000040731_at,CDH10
ENSG00000040933_at,INPP4A
ENSG00000041353_at,RAB27B
ENSG00000041357_at,PSMA4
ENSG00000041515_at,MYO16
ENSG00000041802_at,LSG1
ENSG00000041880_at,PARP3
ENSG00000041982_at,TNC
ENSG00000041988_at,THAP3
ENSG00000042062_at,RIPOR3
ENSG00000042088_at,TDP1
ENSG00000042286_at,AIFM2
ENSG00000042304_at,C2orf83
ENSG00000042317_at,SPATA7
ENSG00000042429_at,MED17
ENSG00000042445_at,RETSAT
ENSG00000042493_at,CAPG
ENSG00000042753_at,AP2S1
ENSG00000042781_at,USH2A
ENSG00000042813_at,ZPBP
ENSG00000042832_at,TG
ENSG00000042980_at,ADAM28
ENSG00000043039_at,BARX2
ENSG00000043093_at,DCUN1D1
ENSG00000043143_at,JADE2
ENSG00000043355_at,ZIC2
ENSG00000043462_at,LCP2
ENSG00000043514_at,TRIT1
ENSG00000043591_at,ADRB1
ENSG00000044012_at,GUCA2B
ENSG00000044090_at,CUL7
ENSG00000044115_at,CTNNA1
ENSG00000044446_at,PHKA2
ENSG00000044459_at,CNTLN
ENSG00000044524_at,EPHA3
ENSG00000044574_at,HSPA5
ENSG00000046604_at,DSG2
ENSG00000046647_at,GEMIN8
ENSG00000046651_at,OFD1
ENSG00000046653_at,GPM6B
ENSG00000046774_at,MAGEC2
ENSG00000046889_at,PREX2
ENSG00000047056_at,WDR37
ENSG00000047188_at,YTHDC2
ENSG00000047230_at,CTPS2
ENSG00000047249_at,ATP6V1H
ENSG00000047315_at,POLR2B
ENSG00000047346_at,FAM214A
ENSG00000047410_at,TPR
ENSG00000047457_at,CP
ENSG00000047578_at,KIAA0556
ENSG00000047579_at,DTNBP1
ENSG00000047617_at,ANO2
ENSG00000047621_at,C12orf4
ENSG00000047634_at,SCML1
ENSG00000047644_at,WWC3
ENSG00000047648_at,ARHGAP6
ENSG00000047662_at,FAM184B
ENSG00000047849_at,MAP4
ENSG00000047932_at,GOPC
ENSG00000047936_at,ROS1
ENSG00000048028_at,USP28
ENSG00000048052_at,HDAC9
ENSG00000048140_at,TSPAN17
ENSG00000048162_at,NOP16
ENSG00000048342_at,CC2D2A
ENSG00000048392_at,RRM2B
ENSG00000048405_at,ZNF800
ENSG00000048462_at,TNFRSF17
ENSG00000048471_at,SNX29
ENSG00000048540_at,LMO3
ENSG00000048544_at,MRPS10
ENSG00000048545_at,GUCA1A
ENSG00000048649_at,RSF1
ENSG00000048707_at,VPS13D
ENSG00000048740_at,CELF2
ENSG00000048828_at,FAM120A
ENSG00000048991_at,R3HDM1
ENSG00000049089_at,COL9A2
ENSG00000049130_at,KITLG
ENSG00000049167_at,ERCC8
ENSG00000049192_at,ADAMTS6
ENSG00000049239_at,H6PD
ENSG00000049245_at,VAMP3
ENSG00000049246_at,PER3
ENSG00000049247_at,UTS2
ENSG00000049249_at,TNFRSF9
ENSG00000049283_at,EPN3
ENSG00000049323_at,LTBP1
ENSG00000049540_at,ELN
ENSG00000049541_at,RFC2
ENSG00000049618_at,ARID1B
ENSG00000049656_at,CLPTM1L
ENSG00000049759_at,NEDD4L
ENSG00000049768_at,FOXP3
ENSG00000049769_at,PPP1R3F
ENSG00000049860_at,HEXB
ENSG00000049883_at,PTCD2
ENSG00000050030_at,NEXMIF
ENSG00000050130_at,JKAMP
ENSG00000050165_at,DKK3
ENSG00000050327_at,ARHGEF5
ENSG00000050344_at,NFE2L3
ENSG00000050393_at,MCUR1
ENSG00000050405_at,LIMA1
ENSG00000050426_at,LETMD1
ENSG00000050438_at,SLC4A8
ENSG00000050555_at,LAMC3
ENSG00000050628_at,PTGER3
ENSG00000050730_at,TNIP3
ENSG00000050748_at,MAPK9
ENSG00000050767_at,COL23A1
ENSG00000050820_at,BCAR1
ENSG00000051009_at,FAM160A2
ENSG00000051108_at,HERPUD1
ENSG00000051128_at,HOMER3
ENSG00000051180_at,RAD51
ENSG00000051341_at,POLQ
ENSG00000051382_at,PIK3CB
ENSG00000051523_at,CYBA
ENSG00000051620_at,HEBP2
ENSG00000051825_at,MPHOSPH9
ENSG00000052126_at,PLEKHA5
ENSG00000052344_at,PRSS8
ENSG00000052723_at,SIKE1
ENSG00000052749_at,RRP12
ENSG00000052795_at,FNIP2
ENSG00000052802_at,MSMO1
ENSG00000052841_at,TTC17
ENSG00000052850_at,ALX4
ENSG00000053108_at,FSTL4
ENSG00000053254_at,FOXN3
ENSG00000053371_at,AKR7A2
ENSG00000053372_at,MRTO4
ENSG00000053438_at,NNAT
ENSG00000053501_at,USE1
ENSG00000053524_at,MCF2L2
ENSG00000053702_at,NRIP2
ENSG00000053747_at,LAMA3
ENSG00000053770_at,AP5M1
ENSG00000053900_at,ANAPC4
ENSG00000053918_at,KCNQ1
ENSG00000054116_at,TRAPPC3
ENSG00000054118_at,THRAP3
ENSG00000054148_at,PHPT1
ENSG00000054179_at,ENTPD2
ENSG00000054267_at,ARID4B
ENSG00000054277_at,OPN3
ENSG00000054282_at,SDCCAG8
ENSG00000054356_at,PTPRN
ENSG00000054392_at,HHAT
ENSG00000054523_at,KIF1B
ENSG00000054598_at,FOXC1
ENSG00000054611_at,TBC1D22A
ENSG00000054654_at,SYNE2
ENSG00000054690_at,PLEKHH1
ENSG00000054793_at,ATP9A
ENSG00000054796_at,SPO11
ENSG00000054803_at,CBLN4
ENSG00000054938_at,CHRDL2
ENSG00000054965_at,FAM168A
ENSG00000054967_at,RELT
ENSG00000054983_at,GALC
ENSG00000055044_at,NOP58
ENSG00000055070_at,SZRD1
ENSG00000055118_at,KCNH2
ENSG00000055130_at,CUL1
ENSG00000055147_at,FAM114A2
ENSG00000055163_at,CYFIP2
ENSG00000055208_at,TAB2
ENSG00000055211_at,GINM1
ENSG00000055332_at,EIF2AK2
ENSG00000055483_at,USP36
ENSG00000055609_at,KMT2C
ENSG00000055732_at,MCOLN3
ENSG00000055813_at,CCDC85A
ENSG00000055917_at,PUM2
ENSG00000055950_at,MRPL43
ENSG00000055955_at,ITIH4
ENSG00000055957_at,ITIH1
ENSG00000056050_at,HPF1
ENSG00000056097_at,ZFR
ENSG00000056277_at,ZNF280C
ENSG00000056291_at,NPFFR2
ENSG00000056487_at,PHF21B
ENSG00000056558_at,TRAF1
ENSG00000056586_at,RC3H2
ENSG00000056736_at,IL17RB
ENSG00000056972_at,TRAF3IP2
ENSG00000056998_at,GYG2
ENSG00000057019_at,DCBLD2
ENSG00000057149_at,SERPINB3
ENSG00000057252_at,SOAT1
ENSG00000057294_at,PKP2
ENSG00000057468_at,MSH4
ENSG00000057593_at,F7
ENSG00000057608_at,GDI2
ENSG00000057657_at,PRDM1
ENSG00000057663_at,ATG5
ENSG00000057704_at,TMCC3
ENSG00000057757_at,PITHD1
ENSG00000057935_at,MTA3
ENSG00000058056_at,USP13
ENSG00000058063_at,ATP11B
ENSG00000058085_at,LAMC2
ENSG00000058091_at,CDK14
ENSG00000058262_at,SEC61A1
ENSG00000058272_at,PPP1R12A
ENSG00000058335_at,RASGRF1
ENSG00000058404_at,CAMK2B
ENSG00000058453_at,CROCC
ENSG00000058600_at,POLR3E
ENSG00000058668_at,ATP2B4
ENSG00000058673_at,ZC3H11A
ENSG00000058729_at,RIOK2
ENSG00000058799_at,YIPF1
ENSG00000058804_at,NDC1
ENSG00000058866_at,DGKG
ENSG00000059122_at,FLYWCH1
ENSG00000059145_at,UNKL
ENSG00000059377_at,TBXAS1
ENSG00000059378_at,PARP12
ENSG00000059573_at,ALDH18A1
ENSG00000059588_at,TARBP1
ENSG00000059691_at,GATB
ENSG00000059728_at,MXD1
ENSG00000059758_at,CDK17
ENSG00000059804_at,SLC2A3
ENSG00000059915_at,PSD
ENSG00000060069_at,CTDP1
ENSG00000060138_at,YBX3
ENSG00000060140_at,STYK1
ENSG00000060237_at,WNK1
ENSG00000060303_at,RPS17P5
ENSG00000060339_at,CCAR1
ENSG00000060491_at,OGFR
ENSG00000060558_at,GNA15
ENSG00000060566_at,CREB3L3
ENSG00000060642_at,PIGV
ENSG00000060656_at,PTPRU
ENSG00000060688_at,SNRNP40
ENSG00000060709_at,RIMBP2
ENSG00000060718_at,COL11A1
ENSG00000060749_at,QSER1
ENSG00000060762_at,MPC1
ENSG00000060971_at,ACAA1
ENSG00000060982_at,BCAT1
ENSG00000061273_at,HDAC7
ENSG00000061337_at,LZTS1
ENSG00000061455_at,PRDM6
ENSG00000061492_at,WNT8A
ENSG00000061656_at,SPAG4
ENSG00000061676_at,NCKAP1
ENSG00000061794_at,MRPS35
ENSG00000061918_at,GUCY1B1
ENSG00000061936_at,SFSWAP
ENSG00000061938_at,TNK2
ENSG00000061987_at,MON2
ENSG00000062038_at,CDH3
ENSG00000062096_at,ARSF
ENSG00000062194_at,GPBP1
ENSG00000062282_at,DGAT2
ENSG00000062370_at,ZNF112
ENSG00000062524_at,LTK
ENSG00000062582_at,MRPS24
ENSG00000062598_at,ELMO2
ENSG00000062650_at,WAPL
ENSG00000062716_at,VMP1
ENSG00000062725_at,APPBP2
ENSG00000062822_at,POLD1
ENSG00000063015_at,SEZ6
ENSG00000063127_at,SLC6A16
ENSG00000063169_at,BICRA
ENSG00000063176_at,SPHK2
ENSG00000063177_at,RPL18
ENSG00000063180_at,CA11
ENSG00000063241_at,ISOC2
ENSG00000063244_at,U2AF2
ENSG00000063245_at,EPN1
