probe,gene
100287718_at,ANKRD66
100287898_at,TTC34
100287932_at,TIMM23
100288287_at,KRTAP22-2
100288323_at,KRTAP21-3
100288413_at,ERVMER34-1
100288485_at,MTRNR2L7
100288797_at,TMEM239
100288801_at,FRG2C
100288814_at,CLDN34
100289187_at,TMEM225B
100289462_at,DEFB4B
100289462_at,DEFB4A
100289635_at,ZNF605
100289678_at,ZNF783
100293516_at,ZNF587B
1003_at,CDH5
100303755_at,PET117
100316904_at,SAP25
100329135_at,TRPC5OS
10036_at,CHAF1A
10038_at,PARP2
100381270_at,ZBED6
10039_at,PARP3
1004_at,CDH6
10040_at,TOM1L1
10042_at,HMGXB4
100423062_at,IGLL5
10043_at,TOM1
100431172_at,KLRF2
10044_at,SH2D3C
10045_at,SH2D3A
10046_at,MAMLD1
100462977_at,MTRNR2L1
100462981_at,MTRNR2L12
100462983_at,MTRNR2L3
100463285_at,MTRNR2L4
100463289_at,MTRNR2L5
100463482_at,MTRNR2L6
100463486_at,MTRNR2L8
100463488_at,MTRNR2L10
10047_at,CST8
10048_at,RANBP9
10049_at,DNAJB6
1005_at,CDH7
10050_at,SLC17A4
100500938_at,CCDC179
100505478_at,TEX48
100505573_at,INAFM2
100505591_at,LRRC3C
100505741_at,SPATA1
100505753_at,KRTAP16-1
100505767_at,SPDYE16
100505767_at,SPDYE18
100505876_at,CEBPZOS
100505989_at,SMIM31
100505993_at,TMEM210
100506012_at,PPP5D1
100506013_at,APELA
100506049_at,LRRC72
100506115_at,SMIM25
100506127_at,GVQW3
100506144_at,TMEM35B
100506243_at,KRBOX1
100506540_at,SPTY2D1OS
100506564_at,THEGL
100506581_at,C16orf95
100506650_at,C17orf112
100506658_at,OCLN
100506736_at,SLFN12L
100506742_at,CASP12
100506888_at,ELOA3D
100507003_at,GFY
100507027_at,MRLN
100507050_at,TPBGL
100507055_at,LRCOL1
100507096_at,GIMD1
100507203_at,SMLR1
100507290_at,ZNF865
100507341_at,SMIM18
100507421_at,TMEM178B
100507436_at,MICA
100507462_at,GVQW2
100507588_at,TGFBR3L
100507650_at,RNF212B
100507679_at,MUC22
10051_at,SMC4
10052_at,GJC1
100528032_at,KLRK1
10053_at,AP1M2
100533106_at,ZHX1-C8orf76
100533178_at,PRORY
10054_at,UBA2
10055_at,SAE1
10056_at,FARSB
10057_at,ABCC5
10058_at,ABCB6
10059_at,DNM1L
1006_at,CDH8
10060_at,ABCC9
10061_at,ABCF2
10062_at,NR1H3
10063_at,COX17
100652748_at,TIMM23B
100652824_at,KIAA2012
100653515_at,CEP295NL
10066_at,SCAMP2
10067_at,SCAMP3
10068_at,IL18BP
10069_at,RWDD2B
1007_at,CDH9
10071_at,MUC12
10072_at,DPP3
10073_at,SNUPN
10075_at,HUWE1
10076_at,PTPRU
10077_at,TSPAN32
10078_at,TSSC4
10079_at,ATP9A
1008_at,CDH10
10081_at,PDCD7
10082_at,GPC6
10083_at,USH1C
10084_at,PQBP1
10085_at,EDIL3
10086_at,HHLA1
10087_at,COL4A3BP
10089_at,KCNK7
1009_at,CDH11
10090_at,UST
10092_at,ARPC5
10093_at,ARPC4
10094_at,ARPC3
10095_at,ARPC1B
10096_at,ACTR3
10097_at,ACTR2
10098_at,TSPAN5
10099_at,TSPAN3
100996485_at,C5orf66
100996492_at,CTXND1
100996693_at,SPEG
101_at,ADAM8
1010_at,CDH12
10100_at,TSPAN2
10101_at,NUBP2
10102_at,TSFM
10103_at,TSPAN1
10105_at,PPIF
101059918_at,GOLGA8R
10106_at,CTDSP2
101060200_at,ZNF891
10107_at,TRIM10
10109_at,ARPC2
10110_at,SGK2
10111_at,RAD50
10112_at,KIF20A
10113_at,PREB
10114_at,HIPK3
10116_at,FEM1B
10117_at,ENAM
1012_at,CDH13
10120_at,ACTR1B
10121_at,ACTR1A
10123_at,ARL4C
10124_at,ARL4A
10125_at,RASGRP1
10126_at,DNAL4
10127_at,ZNF263
10128_at,LRPPRC
10129_at,FRY
1013_at,CDH15
10130_at,PDIA6
10131_at,TRAP1
10133_at,OPTN
10134_at,BCAP31
10135_at,NAMPT
10136_at,CELA3A
10137_at,RBM12
10138_at,YAF2
10139_at,ARFRP1
1014_at,CDH16
10140_at,TOB1
10141_at,LINC01587
10142_at,AKAP9
10143_at,CLEC3A
10144_at,FAM13A
10146_at,G3BP1
10147_at,SUGP2
10148_at,EBI3
10149_at,ADGRG2
1015_at,CDH17
10150_at,MBNL2
10152_at,ABI2
10153_at,CEBPZ
10154_at,PLXNC1
10155_at,TRIM28
10157_at,AASS
10158_at,PDZK1IP1
10159_at,ATP6AP2
1016_at,CDH18
10160_at,FARP1
10161_at,LPAR6
10162_at,LPCAT3
10163_at,WASF2
10164_at,CHST4
10165_at,SLC25A13
10166_at,SLC25A15
10168_at,ZNF197
10169_at,SERF2
1017_at,CDK2
10170_at,DHRS9
10171_at,RCL1
10172_at,ZNF256
10174_at,SORBS3
10175_at,CNIH1
10178_at,TENM1
10179_at,RBM7
10180_at,RBM6
10181_at,RBM5
10184_at,LHFPL2
10186_at,LHFPL6
10188_at,TNK2
10189_at,ALYREF
1019_at,CDK4
10190_at,TXNDC9
10193_at,RNF41
10194_at,TSHZ1
10195_at,ALG3
10196_at,PRMT3
10197_at,PSME3
10198_at,MPHOSPH9
10199_at,MPHOSPH10
102_at,ADAM10
1020_at,CDK5
10200_at,MPHOSPH6
10201_at,NME6
10202_at,DHRS2
10203_at,CALCRL
10205_at,MPZL2
10206_at,TRIM13
10207_at,PATJ
10208_at,USPL1
10209_at,EIF1
1021_at,CDK6
10210_at,TOPORS
10211_at,FLOT1
10212_at,DDX39A
10213_at,PSMD14
10214_at,SSX3
10215_at,OLIG2
10216_at,PRG4
10217_at,CTDSPL
10218_at,ANGPTL7
10219_at,KLRG1
1022_at,CDK7
10220_at,GDF11
10221_at,TRIB1
10223_at,GPA33
10224_at,ZNF443
10225_at,CD96
10226_at,PLIN3
10227_at,MFSD10
10228_at,STX6
10229_at,COQ7
10230_at,NBR2
10231_at,RCAN2
10232_at,MSLN
10233_at,LRRC23
10234_at,LRRC17
10235_at,RASGRP2
10236_at,HNRNPR
10237_at,SLC35B1
10238_at,DCAF7
1024_at,CDK8
10240_at,MRPS31
10241_at,CALCOCO2
10242_at,KCNMB2
10243_at,GPHN
10244_at,RABEPK
10245_at,TIMM17B
10246_at,SLC17A2
10247_at,RIDA
10248_at,POP7
10249_at,GLYAT
1025_at,CDK9
10250_at,SRRM1
10251_at,SPRY3
10252_at,SPRY1
10253_at,SPRY2
10254_at,STAM2
10255_at,HCG9
10256_at,CNKSR1
10257_at,ABCC4
1026_at,CDKN1A
10260_at,DENND4A
10261_at,IGSF6
10262_at,SF3B4
10263_at,CDK2AP2
10265_at,IRX5
10266_at,RAMP2
10267_at,RAMP1
10268_at,RAMP3
10269_at,ZMPSTE24
1027_at,CDKN1B
10270_at,AKAP8
10272_at,FSTL3
10273_at,STUB1
10274_at,STAG1
10276_at,NET1
10277_at,UBE4B
10278_at,EFS
10279_at,PRSS16
1028_at,CDKN1C
10280_at,SIGMAR1
10281_at,DSCR4
10282_at,BET1
10283_at,CWC27
10284_at,SAP18
10285_at,SMNDC1
10286_at,BCAS2
10287_at,RGS19
10288_at,LILRB2
10289_at,EIF1B
1029_at,CDKN2A
10290_at,SPEG
10291_at,SF3A1
10293_at,TRAIP
10294_at,DNAJA2
10295_at,BCKDK
10296_at,MAEA
10297_at,APC2
10298_at,PAK4
10299_at,MARCH6
103_at,ADAR
1030_at,CDKN2B
10300_at,KATNB1
10301_at,DLEU1
10302_at,SNAPC5
10307_at,APBB3
10308_at,ZNF267
10309_at,CCNO
1031_at,CDKN2C
10311_at,VPS26C
10312_at,TCIRG1
10313_at,RTN3
10314_at,LANCL1
10316_at,NMUR1
10317_at,B3GALT5
10318_at,TNIP1
10319_at,LAMC3
1032_at,CDKN2D
10320_at,IKZF1
10321_at,CRISP3
10322_at,SMYD5
10324_at,KLHL41
10325_at,RRAGB
10326_at,SIRPB1
10327_at,AKR1A1
10328_at,EMC8
10329_at,RXYLT1
1033_at,CDKN3
10330_at,CNPY2
10331_at,B3GNT3
10332_at,CLEC4M
10333_at,TLR6
10335_at,MRVI1
10336_at,PCGF3
10342_at,TFG
10343_at,PKDREJ
10344_at,CCL26
10345_at,TRDN
10346_at,TRIM22
10347_at,ABCA7
10349_at,ABCA10
10350_at,ABCA9
10351_at,ABCA8
10352_at,WARS2
1036_at,CDO1
10360_at,NPM3
10361_at,NPM2
10362_at,HMG20B
10363_at,HMG20A
10365_at,KLF2
10367_at,MICU1
10368_at,CACNG3
10369_at,CACNG2
10370_at,CITED2
10371_at,SEMA3A
10376_at,TUBA1B
10379_at,IRF9
1038_at,CDR1
10380_at,BPNT1
10382_at,TUBB4A
10383_at,TUBB4B
10385_at,BTN2A2
10388_at,SYCP2
10389_at,SCML2
1039_at,CDR2
10390_at,CEPT1
10391_at,CORO2B
103910_at,MYL12B
10392_at,NOD1
10393_at,ANAPC10
10394_at,PRG3
10395_at,DLC1
10396_at,ATP8A1
10397_at,NDRG1
10398_at,MYL9
10399_at,RACK1
104_at,ADARB1
1040_at,CDS1
10400_at,PEMT
10401_at,PIAS3
10402_at,ST3GAL6
10403_at,NDC80
10404_at,CPQ
10406_at,WFDC2
10407_at,SPAG11B
10408_at,MYCNOS
10409_at,BASP1
1041_at,CDSN
10410_at,IFITM3
10411_at,RAPGEF3
10412_at,NSA2
10413_at,YAP1
10417_at,SPON2
10418_at,SPON1
10419_at,PRMT5
10420_at,TESK2
10421_at,CD2BP2
10422_at,UBAC1
10423_at,CDIPT
10424_at,PGRMC2
10425_at,ARIH2
10426_at,TUBGCP3
10427_at,SEC24B
10428_at,CFDP1
1043_at,CD52
10430_at,TMEM147
10432_at,RBM14
10434_at,LYPLA1
10435_at,CDC42EP2
10437_at,IFI30
10439_at,OLFM1
1044_at,CDX1
10440_at,TIMM17A
10443_at,N4BP2L2
10444_at,ZER1
10445_at,MCRS1
10446_at,LRRN2
10447_at,FAM3C
10449_at,ACAA2
1045_at,CDX2
10450_at,PPIE
10451_at,VAV3
10452_at,TOMM40
10454_at,TAB1
10455_at,ECI2
10456_at,HAX1
10457_at,GPNMB
10458_at,BAIAP2
10459_at,MAD2L2
1046_at,CDX4
10460_at,TACC3
10461_at,MERTK
10462_at,CLEC10A
10463_at,SLC30A9
10464_at,PIBF1
10465_at,PPIH
10466_at,COG5
10467_at,ZNHIT1
10468_at,FST
10469_at,TIMM44
1047_at,CLGN
10471_at,PFDN6
10472_at,ZBTB18
10473_at,HMGN4
10474_at,TADA3
10475_at,TRIM38
10476_at,ATP5PD
10478_at,SLC25A17
10479_at,SLC9A6
1048_at,CEACAM5
10480_at,EIF3M
10481_at,HOXB13
10482_at,NXF1
10483_at,SEC23B
10484_at,SEC23A
10485_at,C1orf61
10486_at,CAP2
10487_at,CAP1
10488_at,CREB3
10489_at,LRRC41
10490_at,VTI1B
10491_at,CRTAP
10492_at,SYNCRIP
10493_at,VAT1
10494_at,STK25
10495_at,ENOX2
10497_at,UNC13B
10498_at,CARM1
10499_at,NCOA2
105_at,ADARB2
1050_at,CEBPA
10500_at,SEMA6C
10501_at,SEMA6B
10505_at,SEMA4F
10507_at,SEMA4D
10509_at,SEMA4B
1051_at,CEBPB
10512_at,SEMA3C
10513_at,APPBP2
10514_at,MYBBP1A
10516_at,FBLN5
10517_at,FBXW10
10518_at,CIB2
10519_at,CIB1
1052_at,CEBPD
10520_at,ZNF211
10521_at,DDX17
10522_at,DEAF1
10523_at,CHERP
10524_at,KAT5
10525_at,HYOU1
10526_at,IPO8
10527_at,IPO7
10528_at,NOP56
10529_at,NEBL
1053_at,CEBPE
10531_at,PITRM1
10533_at,ATG7
10534_at,ZNRD2
10535_at,RNASEH2A
10536_at,P3H3
10537_at,UBD
10538_at,BATF
10539_at,GLRX3
1054_at,CEBPG
10540_at,DCTN2
10541_at,ANP32B
10542_at,LAMTOR5
10544_at,PROCR
10548_at,TM9SF1
10549_at,PRDX4
10550_at,ARL6IP5
10551_at,AGR2
10552_at,ARPC1A
10553_at,HTATIP2
10554_at,AGPAT1
10555_at,AGPAT2
10556_at,RPP30
10557_at,RPP38
10558_at,SPTLC1
10559_at,SLC35A1
1056_at,CEL
10560_at,SLC19A2
10561_at,IFI44
10562_at,OLFM4
10563_at,CXCL13
10564_at,ARFGEF2
10565_at,ARFGEF1
10566_at,AKAP3
10567_at,RABAC1
10568_at,SLC34A2
10569_at,SLU7
10570_at,DPYSL4
10572_at,SIVA1
10573_at,MRPL28
10574_at,CCT7
10575_at,CCT4
10576_at,CCT2
10577_at,NPC2
10578_at,GNLY
10579_at,TACC2
1058_at,CENPA
10580_at,SORBS1
10581_at,IFITM2
10584_at,COLEC10
10585_at,POMT1
10586_at,MAB21L2
10587_at,TXNRD2
10588_at,MTHFS
10589_at,DRAP1
1059_at,CENPB
10590_at,SCGN
10591_at,DNPH1
10592_at,SMC2
10594_at,PRPF8
10595_at,ERN2
10597_at,TRAPPC2
10597_at,TRAPPC2B
10598_at,AHSA1
10599_at,SLCO1B1
1060_at,CENPC
10600_at,USP16
10602_at,CDC42EP3
10603_at,SH2B2
10605_at,PAIP1
10606_at,PAICS
10607_at,TBL3
10608_at,MXD4
10609_at,P3H4
10610_at,ST6GALNAC2
10611_at,PDLIM5
10612_at,TRIM3
10613_at,ERLIN1
10614_at,HEXIM1
10615_at,SPAG5
10616_at,RBCK1
10617_at,STAMBP
10618_at,TGOLN2
1062_at,CENPE
10620_at,ARID3B
10621_at,POLR3F
10622_at,POLR3G
10623_at,POLR3C
10625_at,IVNS1ABP
10627_at,MYL12A
10628_at,TXNIP
10629_at,TAF6L
1063_at,CENPF
10630_at,PDPN
10631_at,POSTN
10632_at,ATP5MG
10633_at,RASL10A
10634_at,GAS2L1
10635_at,RAD51AP1
10636_at,RGS14
10637_at,LEFTY1
10638_at,SPHAR
10640_at,EXOC5
10641_at,NPRL2
10642_at,IGF2BP1
10643_at,IGF2BP3
10644_at,IGF2BP2
10645_at,CAMKK2
10647_at,SCGB1D2
10648_at,SCGB1D1
10650_at,PRELID3A
10651_at,MTX2
10652_at,YKT6
10653_at,SPINT2
10654_at,PMVK
10655_at,DMRT2
10656_at,KHDRBS3
10657_at,KHDRBS1
10658_at,CELF1
10659_at,CELF2
1066_at,CES1
10660_at,LBX1
10661_at,KLF1
10663_at,CXCR6
10664_at,CTCF
10665_at,TSBP1
10666_at,CD226
10667_at,FARS2
10668_at,CGRRF1
10669_at,CGREF1
10670_at,RRAGA
10671_at,DCTN6
10672_at,GNA13
10673_at,TNFSF13B
10675_at,CSPG5
10677_at,AVIL
10678_at,B3GNT2
1068_at,CETN1
10681_at,GNB5
10682_at,EBP
10683_at,DLL3
10686_at,CLDN16
10687_at,PNMA2
1069_at,CETN2
10690_at,FUT9
10691_at,GMEB1
10692_at,RRH
10693_at,CCT6B
10694_at,CCT8
10695_at,CNPY3
10699_at,CORIN
107_at,ADCY1
1070_at,CETN3
1071_at,CETP
10712_at,FAM189B
10713_at,USP39
10714_at,POLD3
10716_at,TBR1
10717_at,AP4B1
10718_at,NRG3
1072_at,CFL1
10721_at,POLQ
10723_at,SLC12A7
10724_at,OGA
10725_at,NFAT5
10726_at,NUDC
10728_at,PTGES3
1073_at,CFL2
10730_at,YME1L1
10732_at,TCFL5
10733_at,PLK4
10734_at,STAG3
10735_at,STAG2
10736_at,SIX2
10737_at,RFPL3S
10738_at,RFPL3
10739_at,RFPL2
10741_at,RBBP9
10742_at,RAI2
10743_at,RAI1
10744_at,PTTG2
10745_at,PHTF1
10746_at,MAP3K2
10747_at,MASP2
10749_at,KIF1C
1075_at,CTSC
10750_at,GRAP
10752_at,CHL1
10753_at,CAPN9
10755_at,GIPC1
10758_at,TRAF3IP2
10761_at,PLAC1
10762_at,NUP50
10763_at,NES
10765_at,KDM5B
10766_at,TOB2
10767_at,HBS1L
10768_at,AHCYL1
10769_at,PLK2
10771_at,ZMYND11
10772_at,SRSF10
10773_at,ZBTB6
10775_at,POP4
10776_at,ARPP19
10777_at,ARPP21
10778_at,ZNF271P
10780_at,ZNF234
10781_at,ZNF266
10782_at,ZNF274
10783_at,NEK6
10785_at,WDR4
10786_at,SLC17A3
10787_at,NCKAP1
10788_at,IQGAP2
10791_at,VAMP5
10794_at,ZNF460
10795_at,ZNF268
10797_at,MTHFD2
10798_at,OR5I1
10799_at,RPP40
108_at,ADCY2
1080_at,CFTR
10800_at,CYSLTR1
10801_at,SEPTIN9
10802_at,SEC24A
10803_at,CCR9
10804_at,GJB6
10806_at,SDCCAG8
10807_at,ENTR1
10808_at,HSPH1
10809_at,STARD10
1081_at,CGA
10810_at,WASF3
10811_at,NOXA1
10813_at,UTP14A
10814_at,CPLX2
10815_at,CPLX1
10816_at,SPINT3
10817_at,FRS3
10818_at,FRS2
1082_at,CGB3
10825_at,NEU3
10826_at,FAXDC2
10827_at,FAM114A2
10838_at,ZNF275
1084_at,CEACAM3
10840_at,ALDH1L1
10841_at,FTCD
10842_at,PPP1R17
10844_at,TUBGCP2
10845_at,CLPX
10846_at,PDE10A
10847_at,SRCAP
10848_at,PPP1R13L
10849_at,CD3EAP
10850_at,CCL27
10855_at,HPSE
10856_at,RUVBL2
10857_at,PGRMC1
10858_at,CYP46A1
10859_at,LILRB1
10861_at,SLC26A1
10863_at,ADAM28
10864_at,SLC22A7
10865_at,ARID5A
10866_at,HCP5
10867_at,TSPAN9
10868_at,USP20
10869_at,USP19
1087_at,CEACAM7
10870_at,HCST
10871_at,CD300C
10873_at,ME3
10874_at,NMU
10875_at,FGL2
10876_at,EDDM3A
10877_at,CFHR4
10879_at,SMR3B
1088_at,CEACAM8
10880_at,ACTL7B
10881_at,ACTL7A
10882_at,C1QL1
10884_at,MRPS30
10885_at,WDR3
10886_at,NPFFR2
10887_at,APLF
10888_at,GPR83
1089_at,CEACAM4
10890_at,RAB10
10891_at,PPARGC1A
10892_at,MALT1
10893_at,MMP24
10894_at,LYVE1
10895_at,PPBPP2
10896_at,OCLM
10897_at,YIF1A
10898_at,CPSF4
10899_at,JTB
109_at,ADCY3
10900_at,RUNDC3A
10901_at,DHRS4
10902_at,BRD8
10903_at,MTMR11
10904_at,BLCAP
10905_at,MAN1A2
10906_at,TRAFD1
10907_at,TXNL4A
10908_at,PNPLA6
10910_at,SUGT1
10911_at,UTS2
10912_at,GADD45G
10913_at,EDAR
10914_at,PAPOLA
10915_at,TCERG1
10916_at,MAGED2
10917_at,BTNL3
10919_at,EHMT2
10920_at,COPS8
10921_at,RNPS1
10922_at,FASTK
10923_at,SUB1
10924_at,SMPDL3A
10926_at,DBF4
10927_at,SPIN1
10928_at,RALBP1
10929_at,SRSF8
10930_at,APOBEC2
10933_at,MORF4L1
10935_at,PRDX3
10936_at,GPR75
10938_at,EHD1
10939_at,AFG3L2
10940_at,POP1
10941_at,UGT2A1
10942_at,PRSS21
10943_at,MSL3
10944_at,C11orf58
10945_at,KDELR1
10946_at,SF3A3
10947_at,AP3M2
10948_at,STARD3
10949_at,HNRNPA0
10950_at,BTG3
10951_at,CBX1
10952_at,SEC61B
10953_at,TOMM34
10954_at,PDIA5
10955_at,SERINC3
10956_at,OS9
10957_at,PNRC1
10959_at,TMED2
10960_at,LMAN2
10961_at,ERP29
10962_at,MLLT11
10963_at,STIP1
10964_at,IFI44L
10965_at,ACOT2
10966_at,RAB40B
10969_at,EBNA1BP2
10970_at,CKAP4
10971_at,YWHAQ
10972_at,TMED10
10973_at,ASCC3
10974_at,ADIRF
10975_at,UQCR11
10978_at,CLP1
10979_at,FERMT2
10980_at,COPS6
10981_at,RAB32
10982_at,MAPRE2
10983_at,CCNI
10984_at,KCNQ1OT1
10985_at,GCN1
10987_at,COPS5
10988_at,METAP2
10989_at,IMMT
10990_at,LILRB5
10991_at,SLC38A3
10992_at,SF3B2
10993_at,SDS
10994_at,ILVBL
10998_at,SLC27A5
10999_at,SLC27A4
11000_at,SLC27A3
11001_at,SLC27A2
11004_at,KIF2C
11005_at,SPINK5
11006_at,LILRB4
11007_at,CCDC85B
11009_at,IL24
1101_at,CHAD
11010_at,GLIPR1
11011_at,TLK2
11012_at,KLK11
11013_at,TMSB15A
11014_at,KDELR2
11015_at,KDELR3
11016_at,ATF7
11017_at,SNRNP27
11018_at,TMED1
11019_at,LIAS
1102_at,RCBTB2
11020_at,IFT27
11021_at,RAB35
11022_at,TDRKH
11023_at,VAX1
11024_at,LILRA1
11025_at,LILRB3
11026_at,LILRA3
11027_at,LILRA2
1103_at,CHAT
11030_at,RBPMS
11031_at,RAB31
11033_at,ADAP1
11034_at,DSTN
11035_at,RIPK3
11037_at,STON1
1104_at,RCC1
11040_at,PIM2
11041_at,B4GAT1
11043_at,MID2
11044_at,TENT4A
11045_at,UPK1A
11046_at,SLC35D2
11047_at,ADRM1
1105_at,CHD1
11051_at,NUDT21
11052_at,CPSF6
11054_at,OGFR
11055_at,ZPBP
11056_at,DDX52
11057_at,ABHD2
11059_at,WWP1
1106_at,CHD2
11060_at,WWP2
11061_at,CNMD
11062_at,DUS4L
11063_at,SOX30
11064_at,CNTRL
11065_at,UBE2C
11066_at,SNRNP35
11067_at,DEPP1
11068_at,CYB561D2
11069_at,RAPGEF4
1107_at,CHD3
11070_at,TMEM115
11072_at,DUSP14
11073_at,TOPBP1
11074_at,TRIM31
11075_at,STMN2
11076_at,TPPP
11077_at,HSF2BP
11078_at,TRIOBP
11079_at,RER1
1108_at,CHD4
11080_at,DNAJB4
11081_at,KERA
11082_at,ESM1
11083_at,DIDO1
11085_at,ADAM30
11086_at,ADAM29
1109_at,AKR1C4
11091_at,WDR5
11092_at,SPACA9
11093_at,ADAMTS13
11094_at,CACFD1
11095_at,ADAMTS8
11096_at,ADAMTS5
11097_at,NUP42
11098_at,PRSS23
11099_at,PTPN21
111_at,ADCY5
11100_at,HNRNPUL1
11101_at,ATE1
11102_at,RPP14
11103_at,KRR1
11104_at,KATNA1
11105_at,PRDM7
11107_at,PRDM5
11108_at,PRDM4
1111_at,CHEK1
11112_at,HIBADH
11113_at,CIT
11116_at,FGFR1OP
11117_at,EMILIN1
11118_at,BTN3A2
11119_at,BTN3A1
1112_at,FOXN3
11120_at,BTN2A1
11122_at,PTPRT
11123_at,RCAN3
11124_at,FAF1
11126_at,CD160
11127_at,KIF3A
11128_at,POLR3A
11129_at,CLASRP
1113_at,CHGA
11130_at,ZWINT
11131_at,CAPN11
11132_at,CAPN10
11133_at,KPTN
11135_at,CDC42EP1
11136_at,SLC7A9
11137_at,PWP1
11138_at,TBC1D8
1114_at,CHGB
11140_at,CDC37
11141_at,IL1RAPL1
11142_at,PKIG
11143_at,KAT7
11144_at,DMC1
11145_at,PLAAT3
11146_at,GLMN
11147_at,HHLA3
11148_at,HHLA2
11149_at,BVES
11151_at,CORO1A
11152_at,WDR45
11153_at,FICD
11154_at,AP4S1
11155_at,LDB3
11156_at,PTP4A3
11157_at,LSM6
11158_at,RABL2B
1116_at,CHI3L1
11160_at,ERLIN2
11161_at,ERG28
11162_at,NUDT6
11163_at,NUDT4
11164_at,NUDT5
11166_at,SOX21
11167_at,FSTL1
11168_at,PSIP1
11169_at,WDHD1
1117_at,CHI3L2
11170_at,FAM107A
11171_at,STRAP
11172_at,INSL6
11173_at,ADAMTS7
11174_at,ADAMTS6
11176_at,BAZ2A
11177_at,BAZ1A
11178_at,LZTS1
11179_at,ZNF277
1118_at,CHIT1
11180_at,WDR6
11181_at,TREH
11182_at,SLC2A6
11183_at,MAP4K5
11184_at,MAP4K1
11185_at,INMT
11186_at,RASSF1
11187_at,PKP3
11188_at,NISCH
11189_at,CELF3
1119_at,CHKA
11190_at,CEP250
11191_at,PTENP1
11193_at,WBP4
11194_at,ABCB8
11196_at,SEC23IP
11197_at,WIF1
11198_at,SUPT16H
11199_at,ANXA10
112_at,ADCY6
11200_at,CHEK2
11201_at,POLI
11202_at,KLK8
1121_at,CHM
11211_at,FZD10
11212_at,PLPBP
11213_at,IRAK3
11214_at,AKAP13
11215_at,AKAP11
11216_at,AKAP10
11218_at,DDX20
11219_at,TREX2
1122_at,CHML
11221_at,DUSP10
11222_at,MRPL3
11223_at,MST1L
11224_at,RPL35
11226_at,GALNT6
11227_at,GALNT5
11228_at,RASSF8
1123_at,CHN1
11230_at,PRAF2
11231_at,SEC63
11232_at,POLG2
11234_at,HPS5
11235_at,PDCD10
11236_at,RNF139
11237_at,RNF24
11238_at,CA5B
112399_at,EGLN3
1124_at,CHN2
11240_at,PADI2
112401_at,BIRC8
11244_at,ZHX1
11245_at,GPR176
112464_at,CAVIN3
11247_at,NXPH4
112476_at,PRRT2
112479_at,ERI2
11248_at,NXPH3
112483_at,SAT2
112487_at,DTD2
11249_at,NXPH2
