probe,gene
ILMN_15031,RPS29
ILMN_15032,TET1
ILMN_15035,IL1R1
ILMN_15036,SPIN2B
ILMN_15037,CDKL3
ILMN_15038,SPANX-N1
ILMN_15041,ENC1
ILMN_15043,FLVCR2
ILMN_15045,ZNF649
ILMN_15046,THAP12
ILMN_15049,COMP
ILMN_1505,YES1
ILMN_15052,CSGALNACT1
ILMN_15054,CLIP1
ILMN_15056,IKZF3
ILMN_15059,CLEC2D
ILMN_1506,SEH1L
ILMN_15060,SLC25A25
ILMN_15061,TRIP13
ILMN_15062,LAYN
ILMN_15063,C7
ILMN_15064,DFFB
ILMN_15065,ARG2
ILMN_15067,FLJ36004
ILMN_15068,IFNAR2
ILMN_15069,CHMP3
ILMN_1507,MEN1
ILMN_15071,SRCAP
ILMN_15072,MAF
ILMN_15073,STIM2
ILMN_15076,LPCAT1
ILMN_15077,FLJ25328
ILMN_15078,CMTM3
ILMN_15079,LOC129285
ILMN_1508,ZNF197
ILMN_15080,ANP32A
ILMN_15082,FHIT
ILMN_15083,KRT36
ILMN_15084,ZFP82
ILMN_15085,LYPLA2
ILMN_15086,CROCC
ILMN_15087,RAB21
ILMN_15088,GNAS
ILMN_1509,G6PC2
ILMN_15090,SHCBP1L
ILMN_15091,NDST4
ILMN_15092,LOC51149
ILMN_1510,LSM12
ILMN_15101,NSMCE2
ILMN_15104,MTFR2
ILMN_15108,SLC39A13
ILMN_1511,TRMT2A
ILMN_15110,SP3
ILMN_15113,RBM26
ILMN_15116,OR10C1
ILMN_15119,ZRANB3
ILMN_1512,GRIA3
ILMN_15122,MAN2B1
ILMN_15124,C10orf71
ILMN_15125,TDH
ILMN_15126,NAALADL1
ILMN_15127,CHMP7
ILMN_15128,FYB2
ILMN_15129,BTBD11
ILMN_1513,KPNA3
ILMN_15130,PCYOX1
ILMN_15131,HAUS2
ILMN_15132,KIF27
ILMN_15134,CEPT1
ILMN_15135,LOC400891
ILMN_15137,HIST1H2AA
ILMN_15138,TOM1L2
ILMN_15139,GSTA2
ILMN_15141,LNPEP
ILMN_15142,ESR1
ILMN_15144,CAPN10
ILMN_15145,SKIL
ILMN_15146,KCTD6
ILMN_15147,AFF4
ILMN_15149,PRICKLE1
ILMN_15150,RPS29
ILMN_15153,RANGAP1
ILMN_15156,PASD1
ILMN_15157,UBL4B
ILMN_15158,KARS
ILMN_15159,CLPSL2
ILMN_1516,TBX1
ILMN_15160,LOC125893
ILMN_15161,GPC1
ILMN_15162,PKD1L2
ILMN_15163,FLJ25084
ILMN_15164,AQP9
ILMN_15166,VGLL2
ILMN_15167,NSMCE3
ILMN_15168,ARMCX3
ILMN_15169,RBM17
ILMN_1517,PGGT1B
ILMN_15170,TTTY6B
ILMN_15172,ANKK1
ILMN_15173,PPA2
ILMN_15174,SIGLEC17P
ILMN_15177,SLC6A2
ILMN_15178,SLC25A25
ILMN_15179,DGKA
ILMN_15180,LMO3
ILMN_15182,MATR3
ILMN_15183,DNAJC21
ILMN_15184,SAP30BP
ILMN_15185,TGM5
ILMN_15186,ADAMTS8
ILMN_15188,DOCK10
ILMN_15189,CMTM3
ILMN_1519,ZNFX1
ILMN_15190,ZFPM1
ILMN_15192,REEP6
ILMN_15196,HNRNPDL
ILMN_15197,PROSER1
ILMN_15198,GALNT12
ILMN_15199,IL22RA2
ILMN_1520,SPANXC
ILMN_15202,XAGE3
ILMN_15204,AP1S3
ILMN_1521,IL19
ILMN_15217,RAC1
ILMN_15219,KIAA1191
ILMN_15220,INPP5F
ILMN_15223,BTN2A2
ILMN_15225,FIGNL1
ILMN_15226,CYP27B1
ILMN_15228,CHMP4C
ILMN_1523,SNRPA1
ILMN_15230,OR8B3
ILMN_15231,HCP5
ILMN_15234,LRRCC1
ILMN_15235,C2orf27A
ILMN_15237,IPO8
ILMN_15238,FLJ46257
ILMN_1524,EIF3B
ILMN_15242,LOC400499
ILMN_15243,ARL6IP4
ILMN_15244,SSC4D
ILMN_15247,EXOSC6
ILMN_15248,SNAP91
ILMN_15249,YTHDF1
ILMN_15250,ZSCAN31
ILMN_15251,CHMP4B
ILMN_15252,GADD45GIP1
ILMN_15253,HELB
ILMN_15254,CCNB2
ILMN_15255,STAC3
ILMN_15256,SRC
ILMN_15258,MGC35206
ILMN_15259,PSMA5
ILMN_15260,CMKLR1
ILMN_15262,SRFBP1
ILMN_15263,KCNH1
ILMN_15265,PDCD6
ILMN_15266,CD63
ILMN_15267,CYFIP2
ILMN_15268,PPP2R2C
ILMN_15269,OAZ1
ILMN_1527,SERTAD3
ILMN_15270,RBMY2FP
ILMN_15271,CITED4
ILMN_15272,THAP1
ILMN_15273,ANKRD1
ILMN_15274,CCAR2
ILMN_15276,LOC90586
ILMN_15278,RAD51B
ILMN_15279,CLCN3
ILMN_1528,DPPA3
ILMN_15281,ATRX
ILMN_15283,FOXO3
ILMN_15285,CACNA2D4
ILMN_15286,NOXO1
ILMN_15287,MATR3
ILMN_15289,DNAJC21
ILMN_1529,RNF5
ILMN_15290,CLU
ILMN_15291,SPAG16
ILMN_15293,ALDH3A2
ILMN_15294,CUX1
ILMN_15295,SPANXN2
ILMN_15296,BABAM2
ILMN_15297,PDK3
ILMN_15298,CLDN8
ILMN_15299,SMARCC1
ILMN_1530,MAGEB18
ILMN_15300,BUB1B
ILMN_15301,EPB41
ILMN_15302,DPYS
ILMN_15303,GALNT4
ILMN_15304,ASMTL
ILMN_15305,ST6GALNAC2
ILMN_15306,SCYL1
ILMN_15307,ERG28
ILMN_15308,TMEM200B
ILMN_1531,PFN2
ILMN_15311,ISOC1
ILMN_15314,ANGPTL7
ILMN_15315,ZNF35
ILMN_15316,TM2D3
ILMN_15318,NGLY1
ILMN_15319,PRTG
ILMN_1532,ELF2
ILMN_15320,C9orf24
ILMN_15321,TOP1MT
ILMN_15322,LOC51149
ILMN_15324,CSAG1
ILMN_15325,EPS8L1
ILMN_15327,SLCO6A1
ILMN_15329,OTOP3
ILMN_15334,C8orf31
ILMN_15337,ARHGAP11A
ILMN_15342,RAC1
ILMN_15345,SP3
ILMN_15349,ST6GAL1
ILMN_1535,JADE1
ILMN_15351,LOC389517
ILMN_15353,TOMM20L
ILMN_15354,JPH1
ILMN_15357,FLJ35695
ILMN_15358,CNN3
ILMN_1536,NVL
ILMN_15360,FLJ44955
ILMN_15362,SLF1
ILMN_15363,NIPAL1
ILMN_15364,FLJ41993
ILMN_15368,MYNN
ILMN_15369,LOC400707
ILMN_1537,UQCR10
ILMN_15370,LOC221711
ILMN_15371,DEFB126
ILMN_15372,INPP1
ILMN_15373,SLC52A3
ILMN_15375,UTRN
ILMN_15376,TPD52L1
ILMN_15378,RGS4
ILMN_15379,APIP
ILMN_15380,OGG1
ILMN_15381,RCOR3
ILMN_15382,UBAC2
ILMN_15383,MGC40499
ILMN_15385,TPR
ILMN_15386,ANO10
ILMN_15388,POR
ILMN_15389,SCRG1
ILMN_1539,IFNAR1
ILMN_15390,GNPAT
ILMN_15394,SVIL
ILMN_15399,COPG1
ILMN_15402,GDI2
ILMN_15404,POLB
ILMN_15405,RAD51B
ILMN_15406,PIK3CD
ILMN_15408,PEMT
ILMN_15409,RPAIN
ILMN_1541,PTGDR2
ILMN_15410,DDX39B
ILMN_15411,KRIT1
ILMN_15414,CDCP1
ILMN_15415,DDX21
ILMN_15416,ARL4C
ILMN_15417,SPRY3
ILMN_15418,HIST1H2BI
ILMN_15419,ENO2
ILMN_1542,DUSP13
ILMN_15420,ILK
ILMN_15421,GNA15
ILMN_15422,PELP1
ILMN_15423,CCDC110
ILMN_15424,SPAG4
ILMN_15425,USP8
ILMN_15426,DPYSL5
ILMN_15428,OR1A2
ILMN_15429,TRHDE
ILMN_1543,S100A13
ILMN_15430,ATXN2L
ILMN_15432,LINC00597
ILMN_15433,ZFAND2B
ILMN_15434,TLL1
ILMN_15435,FAM27E5
ILMN_15436,DUSP22
ILMN_15437,ARHGAP45
ILMN_15439,PABPC5
ILMN_1544,EVPL
ILMN_15440,PI4K2B
ILMN_15444,IGSF10
ILMN_1545,STXBP1
ILMN_15457,CCNYL1
ILMN_15458,MAT1A
ILMN_1546,MARCKS
ILMN_15460,C3orf56
ILMN_15461,SPAST
ILMN_15462,PIFO
ILMN_15465,LOC441150
ILMN_15466,JPH2
ILMN_15468,FLJ39531
ILMN_1547,LATS2
ILMN_15474,ERICH1
ILMN_15477,GRIN3A
ILMN_15478,ST13
ILMN_15479,LSM7
ILMN_1548,FAM209B
ILMN_15481,OR1L3
ILMN_15482,ATAD3B
ILMN_15483,CDK10
ILMN_15484,C21orf62
ILMN_15486,CASC2
ILMN_15487,HARS2
ILMN_15488,POGLUT1
ILMN_15489,RASA2
ILMN_15490,METTL17
ILMN_15491,TERT
ILMN_15492,PCSK9
ILMN_15496,LETMD1
ILMN_15497,SUMF1
ILMN_15498,PMM2
ILMN_15499,DEFB121
ILMN_1550,MAFA
ILMN_15500,MGAT2
ILMN_15502,S100A10
ILMN_15503,SCARA5
ILMN_15504,SLAMF1
ILMN_15505,CBR4
ILMN_15506,STK36
ILMN_15507,CDC5L
ILMN_15508,KLRD1
ILMN_15509,SAA2
ILMN_15510,FSTL1
ILMN_15511,DVL1
ILMN_15512,NLGN1
ILMN_15513,AGPAT3
ILMN_15514,CASC4
ILMN_15515,PHB2
ILMN_15517,TMED10P1
ILMN_1552,DGCR8
ILMN_15520,ADGRV1
ILMN_15521,TIMM50
ILMN_15522,S100A11
ILMN_15523,TJP2
ILMN_15524,PPP1R14B
ILMN_15527,KRT9
ILMN_1553,NRG2
ILMN_15530,CLOCK
ILMN_15532,CLU
ILMN_15534,RB1CC1
ILMN_15535,BIN3
ILMN_15536,RORA
ILMN_15537,LOC92270
ILMN_15538,EPB41
ILMN_15539,ROBO2
ILMN_1554,PRPSAP1
ILMN_15540,SLC37A3
ILMN_15541,HOXC4
ILMN_15543,DUSP9
ILMN_15544,ACTN3
ILMN_15545,DHRS1
ILMN_15547,OR1C1
ILMN_15549,RBM34
ILMN_15550,HDDC2
ILMN_15552,FGF22
ILMN_15553,PCDHA1
ILMN_15554,MBNL2
ILMN_15555,LOC652968
ILMN_15556,LEXM
ILMN_15558,PAXBP1
ILMN_1556,TM4SF4
ILMN_15560,AAR2
ILMN_15562,IL17RE
ILMN_15563,EPS8L3
ILMN_15564,ZBTB2
ILMN_15566,ZNF511
ILMN_1557,ZFP36
ILMN_15572,MGC15619
ILMN_15575,SMA5
ILMN_15576,ARHGAP11A
ILMN_1558,CLEC4G
ILMN_15587,JPH2
ILMN_15589,DOC2A
ILMN_1559,USP34
ILMN_15591,NDUFAF7
ILMN_15597,ALYREF
ILMN_1560,SIRT6
ILMN_15600,GRINA
ILMN_15601,BAG5
ILMN_15602,CLCNKA
ILMN_15604,LOC400464
ILMN_15606,LOC338799
ILMN_15607,OR1L4
ILMN_15608,FARP1
ILMN_15609,ESPNL
ILMN_1561,RBM28
ILMN_15611,HDAC9
ILMN_15613,LOC113444
ILMN_15614,TAC1
ILMN_15615,EGFR
ILMN_15617,SCEL
ILMN_15619,RBSN
ILMN_15620,C1QTNF1
ILMN_15623,DNMBP
ILMN_15624,ASNSD1
ILMN_15626,SHB
ILMN_15627,GPR143
ILMN_15629,RBM5
ILMN_1563,HES7
ILMN_15630,SATB2
ILMN_15631,PLAAT3
ILMN_15633,FOXE1
ILMN_15634,CCL8
ILMN_15637,ARMCX3
ILMN_15638,TLR6
ILMN_15639,CTSD
ILMN_1564,COPS7B
ILMN_15640,DZIP1
ILMN_15641,ST13P7
ILMN_15642,SLC7A8
ILMN_15645,LGALS8
ILMN_15646,PTPRN
ILMN_15647,ADAM33
ILMN_15648,MYBPC3
ILMN_15649,CSNK1E
ILMN_1565,PCDHA6
ILMN_15652,KCMF1
ILMN_15654,TCF7
ILMN_15655,LOC90639
ILMN_15656,MAF
ILMN_15658,BABAM2
ILMN_15659,PAGE2B
ILMN_1566,RBM23
ILMN_15660,PLPPR4
ILMN_15661,FLJ22386
ILMN_15662,FLJ20516
ILMN_15663,ILK
ILMN_15664,CST3
ILMN_15665,KCNJ4
ILMN_15667,LAT2
ILMN_15668,MSANTD3
ILMN_15669,HOXC6
ILMN_1567,NXT2
ILMN_15670,GSTM5
ILMN_15671,CEP164
ILMN_15673,OR1F1
ILMN_15674,TMEM184C
ILMN_15675,ZNF587
ILMN_15676,PCDHA1
ILMN_15678,GPN3
ILMN_15679,WDR48
ILMN_15681,LINC01547
ILMN_15682,RPL10L
ILMN_15683,NMRK2
ILMN_15685,FAM151A
ILMN_15686,RASSF6
ILMN_15689,OAS3
ILMN_15690,KCNMB2
ILMN_15691,ARL3
ILMN_15694,NOP16
ILMN_15699,TMEM45B
ILMN_1570,DCTN4
ILMN_15705,METTL21A
ILMN_15706,G6PC3
ILMN_1571,TRIB2
ILMN_15711,LOC120379
ILMN_15712,UBAC1
ILMN_15715,HAGHL
ILMN_15716,OR4C15
ILMN_15717,RGS12
ILMN_15718,RAET1G
ILMN_15719,LOC399900
ILMN_1572,MANEAL
ILMN_15720,MRPL14
ILMN_15722,NOVA1
ILMN_15723,ST6GAL2
ILMN_15724,LHPP
ILMN_15725,MTO1
ILMN_15726,CPS1
ILMN_15727,CINP
ILMN_15728,ZNF329
ILMN_15729,APOL3
ILMN_1573,PDIK1L
ILMN_15730,WFDC8
ILMN_15731,SAV1
ILMN_15732,COL15A1
ILMN_15736,IL13RA1
ILMN_15738,ADRA1D
ILMN_15739,CLCN2
ILMN_1574,LLCFC1
ILMN_15740,RNF144A
ILMN_15741,ARPC1B
ILMN_15742,NCAPD3
ILMN_15743,FLOT2
ILMN_15744,UTY
ILMN_15746,SLC22A8
ILMN_15747,ACVR1B
ILMN_15748,GKN1
ILMN_1575,NEXN-AS1
ILMN_15750,CLGN
ILMN_15751,HIPK1
ILMN_15753,SLC25A24
ILMN_15754,THAP1
ILMN_15757,GRIN1
ILMN_15758,DNMT3B
ILMN_15760,SUPT5H
ILMN_15762,MYD88
ILMN_15763,RARRES2
ILMN_15765,CYP3A7
ILMN_15766,SBDS
ILMN_15767,ALDOC
ILMN_15768,DUOX1
ILMN_15772,WDR77
ILMN_15773,PSMG1
ILMN_15776,CYB5R3
ILMN_15777,CUTA
ILMN_15778,RORA
ILMN_15779,TRAF2
ILMN_15780,ZNF225
ILMN_15781,HOXC6
ILMN_15782,GNAT1
ILMN_15783,B4GALT3
ILMN_15784,LDHC
ILMN_15785,R3HDM4
ILMN_15786,OR1N1
ILMN_15787,CDIP1
ILMN_15789,OGDHL
ILMN_1579,PRDM4
ILMN_15790,EQTN
ILMN_15791,MCM6
ILMN_15792,GSDMC
ILMN_15793,STRA6
ILMN_15794,LRRC46
ILMN_15795,KCNK12
ILMN_15796,EDEM3
ILMN_15797,ROMO1
ILMN_15798,FLJ32063
ILMN_15799,BRI3BP
ILMN_15801,ARHGAP22
ILMN_15809,UBXN10
ILMN_15812,SLC2A3
ILMN_15819,UFD1
ILMN_15827,OR8G1
ILMN_15828,PGM2L1
ILMN_15829,VAMP2
ILMN_15830,HAGHL
ILMN_15831,OR5AS1
ILMN_15833,AOC2
ILMN_15836,SYTL4
ILMN_15837,HAPLN2
ILMN_15838,ARHGAP30
ILMN_1584,PHF20L1
ILMN_15840,TMEFF1
ILMN_15841,CHCHD2
ILMN_15842,LOC441177
ILMN_15843,JARID2
ILMN_15844,ADH1B
ILMN_15845,GTDC1
ILMN_15846,PLK4
ILMN_15847,RCAN1
ILMN_15848,EGFR
ILMN_15849,KEL
ILMN_15850,ABHD12
ILMN_15851,EGR3
ILMN_15853,ADRA1A
ILMN_15856,FLJ36166
ILMN_15857,ABI3
ILMN_15859,NT5DC3
ILMN_15860,AGR2
ILMN_15862,VEGFB
ILMN_15864,ZFHX3
ILMN_15866,CHD9
ILMN_15867,FTH1P2
ILMN_15868,AMIGO2
ILMN_15869,LOC285453
ILMN_1587,RBM15B
ILMN_15870,ST7
ILMN_15871,GRIN2B
ILMN_15872,GMPR2
ILMN_15874,ARHGDIA
ILMN_15875,MYB
ILMN_15876,SLC26A5
ILMN_15877,TCEA1
ILMN_15878,DGKZ
ILMN_15879,HMBS
ILMN_15880,SPAG16
ILMN_15883,P2RY2
ILMN_15884,APOBEC3G
ILMN_15885,CRIP1
ILMN_15886,SELENOS
ILMN_15887,KIAA1893
ILMN_15889,TRIM21
ILMN_15890,MYCBP
ILMN_15891,GSTM1
ILMN_15892,HOXA2
ILMN_15895,SEC22C
ILMN_15896,OR1Q1
ILMN_15897,ZNF701
ILMN_15898,C11orf16
ILMN_15899,LCOR
ILMN_15901,C8orf33
ILMN_15905,IKZF5
ILMN_15906,SLC4A10
ILMN_15907,HSD3B7
ILMN_15908,HTR3C
ILMN_1591,TMTC2
ILMN_15910,ALS2CL
ILMN_15922,FLJ22555
ILMN_15926,LTC4S
ILMN_15927,KCNG1
ILMN_15929,RPL37A
ILMN_1593,P4HTM
ILMN_15930,ITGAL
ILMN_15933,PLCD3
ILMN_15938,LOC283152
ILMN_15939,PDAP1
ILMN_15940,CLDND2
ILMN_15943,NKG7
ILMN_15945,RNASE12
ILMN_15946,NCKIPSD
ILMN_15947,PRAP1
ILMN_15948,LOC399744
ILMN_15949,DUSP15
ILMN_15950,THSD1P1
ILMN_15952,ARHGAP30
ILMN_15953,OTUB2
ILMN_15955,TMED9
ILMN_15956,RDH10
ILMN_15957,LSR
ILMN_15958,KMT2A
ILMN_1596,CSPG4
ILMN_15960,TG
ILMN_15961,FOXN1
ILMN_15962,IPCEF1
ILMN_15963,SLC25A40
ILMN_15964,DLG2
ILMN_15968,ARFIP1
ILMN_15969,GCDH
ILMN_1597,PNCK
ILMN_15970,GAL3ST3
ILMN_15971,GEMIN4
ILMN_15972,PEX3
ILMN_15973,CBLC
ILMN_15974,GJA5
ILMN_15975,AKAP13
ILMN_15979,ATP2B1
ILMN_1598,RBPJ
ILMN_15980,RCBTB2
ILMN_15981,NTHL1
ILMN_15983,NLRC4
ILMN_15984,ANGPTL5
ILMN_15985,AQP7P2
ILMN_15986,TCEAL4
ILMN_15987,GATA6
ILMN_15989,CACNA2D2
ILMN_15991,RILP
ILMN_15992,S1PR2
ILMN_15994,RBM3
ILMN_15995,CD160
ILMN_15997,COL9A1
ILMN_1600,CCT5
ILMN_16000,HSP90AB1
ILMN_16003,CYTH2
ILMN_16004,STAT5B
ILMN_16005,HOXC4
ILMN_16006,TNK1
ILMN_16007,TIMM17A
ILMN_16008,HTATIP2
ILMN_16009,FZD10
ILMN_16010,OR2A5
ILMN_16011,POP1
ILMN_16012,ZBTB7B
ILMN_16013,MYH4
ILMN_16015,GNL3L
ILMN_16016,ZNF566
ILMN_16018,FAM81A
ILMN_16020,ZSCAN18
ILMN_16021,CDH10
ILMN_16022,TSEN15
ILMN_16023,NUDT16
ILMN_16024,ZFYVE28
ILMN_16025,GFM2
ILMN_16026,CELA2A
ILMN_16027,METTL4
ILMN_16028,MAGEB3
ILMN_16029,HIST3H2A
ILMN_1603,OR5H14
ILMN_16030,PPP4R2
ILMN_16032,KCNMB2
ILMN_1604,SMPD3
ILMN_16042,TLCD1
ILMN_16044,TYR
ILMN_16046,HSD3B2
ILMN_16048,GARNL3
ILMN_1605,MLLT6
ILMN_16050,BAIAP2L1
ILMN_16053,AUH
ILMN_16054,MGC35212
ILMN_16058,CCSAP
ILMN_1606,UPP1
ILMN_16062,DENND1A
ILMN_16064,ATP5MG
ILMN_1607,OR51S1
ILMN_16070,SMC4
ILMN_16071,MRC1
ILMN_16072,LOC399898
ILMN_16073,LOC374491
ILMN_16074,MCM8
ILMN_16076,PSME1
ILMN_16077,AADAT
ILMN_16078,AVPR2
ILMN_1608,TUBG1
ILMN_16081,CHRM2
ILMN_16083,WNT16
ILMN_16084,IL18RAP
ILMN_16086,ARFIP1
ILMN_16087,ARMC9
ILMN_16088,IFNA21
ILMN_1609,FLJ39378
ILMN_16091,CALY
ILMN_16092,CEACAM5
ILMN_16093,SMARCD1
ILMN_16095,OTX2
ILMN_16096,LIM2
ILMN_16097,WNT3
ILMN_16098,THBS2
ILMN_16099,FTH1P7
ILMN_1610,EMILIN2
ILMN_16100,TPO
ILMN_16101,MAGED2
ILMN_16104,PFKP
ILMN_16107,SERPINA3
ILMN_16109,ATRX
ILMN_16110,PLEKHA1
ILMN_16112,CACNA2D4
ILMN_16113,PRPH2
ILMN_16114,FNBP1
ILMN_16115,IBTK
ILMN_16118,MMAA
ILMN_16119,SULT2A1
ILMN_1612,ALX3
ILMN_16120,U2AF2
ILMN_16121,STARD3NL
ILMN_16124,AIMP1
ILMN_16125,LOC119710
ILMN_16126,RORA
ILMN_16127,CDC25C
ILMN_16128,FASN
ILMN_16129,ANTXR1
ILMN_1613,TPRX1
ILMN_16130,TACC2
ILMN_16131,HOXA5
ILMN_16132,CELSR2
ILMN_16133,SUPT4H1
ILMN_16134,NOL4
ILMN_16135,SLC16A3
ILMN_16136,TFE3
ILMN_16137,RNF24
ILMN_16138,ST8SIA3
ILMN_16139,MRPL9
ILMN_1614,TIGIT
ILMN_16140,OSBPL9
ILMN_16141,ZNF548
ILMN_16142,IQCF1
ILMN_16143,S100Z
ILMN_16144,HIST1H2AB
ILMN_16145,ALS2CL
ILMN_16146,METTL1
ILMN_16147,ZDHHC21
ILMN_16148,COPE
ILMN_16157,TYSND1
ILMN_1616,SUPT20H
ILMN_16160,MGC16169
ILMN_16166,ZBTB26
ILMN_16168,C9orf64
ILMN_1617,ZSWIM3
ILMN_16170,GEM
ILMN_16171,FGF14
ILMN_16173,N4BP3
ILMN_16174,FLJ13910
ILMN_16175,UQCC1
ILMN_16176,RPL38
ILMN_16178,ST6GAL1
ILMN_16181,LPAR5
ILMN_16186,ZNF37A
ILMN_161867,HIP1R
ILMN_161875,ANKRD28
ILMN_161877,ZFY
ILMN_161879,ACADM
ILMN_16188,SCIMP
ILMN_161882,KRT20
ILMN_16189,RBMS3
ILMN_1619,PCBD2
ILMN_161908,MID1IP1
ILMN_16191,MGC16372
ILMN_161929,PFN1P2
ILMN_16193,MGC23280
ILMN_16194,OMG
ILMN_16195,OR8K1
ILMN_161952,DST
ILMN_161956,FLJ27523
ILMN_16196,TMEM230
ILMN_161960,OR4A15
ILMN_16197,MAEA
ILMN_161971,MPHOSPH10
ILMN_161972,MAGEA3
ILMN_161976,MELK
ILMN_16198,NNAT
ILMN_161980,MFSD12
ILMN_16199,NANOS1
ILMN_16201,LOC391356
ILMN_16203,TP53INP1
ILMN_16204,SMPDL3A
ILMN_162047,THOC2
ILMN_16205,GOT2
ILMN_162051,CA12
ILMN_162053,ATMIN
ILMN_162054,SORD
ILMN_16206,PLA2G2E
ILMN_162062,MYF5
ILMN_162063,SLCO1B1
ILMN_16207,SCFD1
ILMN_162070,KIAA1345
ILMN_16210,GDPD5
ILMN_162107,NKPD1
ILMN_16211,BLCAP
ILMN_16212,GYPC
ILMN_162137,HAPLN1
ILMN_16214,MMP11
ILMN_162142,WDR33
ILMN_16215,PACS1
ILMN_162155,WIPF3
ILMN_16216,ATP2C1
ILMN_162160,SMYD4
ILMN_16217,MAPRE1
ILMN_16218,CHN2
ILMN_16219,GASK1B
ILMN_16221,SOX5
ILMN_16222,ILF2
ILMN_162224,CETP
ILMN_162226,ATG9A
ILMN_162227,VPS13D
ILMN_16223,NBR1
ILMN_162230,XIRP2
ILMN_16225,STC1
ILMN_16226,KLF13
ILMN_162264,MYOZ2
ILMN_16227,FTH1P8
ILMN_16228,KCNJ5
ILMN_16229,LIN9
ILMN_1623,POU3F4
ILMN_16230,EPM2A
ILMN_162308,SYT15
ILMN_16231,TCF25
ILMN_162326,G6PD
ILMN_16235,ADGRA2
ILMN_162351,MTMR8
ILMN_16236,RUNX3
ILMN_16237,LCE3E
ILMN_16238,CD59
ILMN_16239,SOCS5
ILMN_162394,DAB2
ILMN_162397,ING5
ILMN_16240,NAA15
ILMN_162403,CREBBP
ILMN_162404,SLC6A9
ILMN_162405,RAET1L
ILMN_162417,STUB1
ILMN_16242,CCR9
ILMN_162422,STAG2
ILMN_16243,PMCH
ILMN_16244,ASL
ILMN_16245,RAMP1
ILMN_16246,SULT2B1
ILMN_16247,C4BPB
ILMN_16248,TMEM94
ILMN_162480,TMEM255B
ILMN_162481,MALT1
ILMN_162486,CCDC13
ILMN_16249,BMF
ILMN_162497,QTRT2
ILMN_162498,TRMT5
ILMN_1625,CCDC171
ILMN_16250,WWC2
ILMN_162506,SPP1
ILMN_16251,TNFSF13
ILMN_162513,TRIOBP
ILMN_16252,CRABP2
ILMN_16253,PBRM1
ILMN_16254,KRT32
ILMN_16255,YIPF4
ILMN_162552,SOX5
ILMN_16256,OR2C1
ILMN_16257,ZSWIM8
ILMN_162575,OR5L2
ILMN_16258,NPAP1
ILMN_162593,SGCB
ILMN_162597,PDC
ILMN_162599,LOC653566
ILMN_16260,H2AFJ
ILMN_162600,LRRTM1
ILMN_162602,OTOGL
ILMN_16261,ASCL3
ILMN_16262,FAXDC2
ILMN_16263,STK31
ILMN_16264,CHST9
ILMN_162663,TDRD1
ILMN_162668,OGFRL1
ILMN_16267,RNASE4
ILMN_162681,PIGW
ILMN_162686,FEN1
ILMN_162688,SNX1
ILMN_16269,PDCD2
ILMN_162693,NEURL3
ILMN_162697,CD1E
ILMN_1627,CDC14B
ILMN_16270,FAIM2
ILMN_16271,MGC13170
ILMN_16272,CELA2B
ILMN_162722,SERPINB9
ILMN_16273,IER5L
ILMN_162733,SPPL2B
ILMN_162748,MAGEB2
ILMN_16276,MRPL52
ILMN_162774,CYP2U1
ILMN_162775,OR1J1
ILMN_162776,SOWAHB
ILMN_162784,TGIF1
ILMN_1628,CAPN3
ILMN_16280,FLJ10786
ILMN_16282,EPHA10
ILMN_16284,CWC15
ILMN_162845,MUC1
ILMN_162848,TFAP2C
ILMN_162851,ATM
ILMN_162852,ANXA8L1
ILMN_162856,FITM2
ILMN_162861,CKLF
ILMN_162864,SORL1
ILMN_162868,MYO7B
ILMN_162869,USP42
ILMN_16287,SRP14
ILMN_16288,OTC
ILMN_1629,PCDHA12
ILMN_16290,BAZ1B
ILMN_162925,ARRDC4
ILMN_16293,LRIG3
ILMN_162934,ARID4B
ILMN_162937,OR4K5
ILMN_16294,TXN
ILMN_162949,UNC13C
ILMN_162953,COL11A1
ILMN_16296,FLJ23518
ILMN_16297,ANAPC4
ILMN_16298,RPL39
ILMN_1630,NBN
ILMN_163009,WDR47
ILMN_16301,IQCE
ILMN_163013,OR4Q3
ILMN_163022,CYB5R3
ILMN_163026,IL4
ILMN_163028,ABCA8
ILMN_163029,LOC441282
ILMN_163030,CAST
ILMN_16305,FLJ45337
ILMN_163087,PDP1
ILMN_16309,MGC17839
ILMN_163096,LOC143941
ILMN_1631,HLA-G
ILMN_163105,RPP30
ILMN_16311,MVB12A
ILMN_163112,ZNF706
ILMN_163114,ZNF596
ILMN_16312,NANOS1
ILMN_16313,EVC2
ILMN_16314,MGC57359
ILMN_16315,LOC392395
ILMN_16316,RNF126P1
ILMN_163162,DCUN1D1
ILMN_16317,SCFD1
ILMN_163174,UGT8
ILMN_163175,SNHG32
ILMN_16318,GRM7
ILMN_163182,NOMO1
ILMN_163190,PLLP
ILMN_1632,TRMT2A
ILMN_16320,PRKCB
ILMN_16321,HCK
ILMN_16322,ASB13
ILMN_16323,PZP
ILMN_16324,IGF1R
ILMN_163240,FKBP9P1
ILMN_163247,ACTR2
ILMN_163248,JHY
ILMN_163250,PRKD2
ILMN_163259,ARID2
ILMN_16326,LTA
ILMN_163267,MYF6
ILMN_16327,COX6A1
ILMN_163270,NBPF1
ILMN_163274,ZNF706
ILMN_16329,RAD50
ILMN_1633,PAXIP1
ILMN_16330,HIF1A
ILMN_163302,BCLAF1
ILMN_16331,HDAC7
